Epoch,Samples,Mean CER,Mean CER (Norm),Mean WER,Mean WER (Norm),Mean BLEU,Mean BLEU (Norm)
0,95,25.06316,0.93703,4.49474,0.95955,0.00000,0.00000
1,95,24.46316,0.90252,5.09474,1.08277,0.00472,0.00472
2,95,23.29474,0.84562,5.43158,1.13656,0.00459,0.00459
3,95,24.05263,0.89925,4.54737,0.97297,0.00708,0.00708
4,95,25.09474,0.91097,4.73684,0.99119,0.00437,0.00437
5,95,25.47368,0.93981,4.58947,0.97539,0.00000,0.00000
6,95,25.07368,0.93743,4.49474,0.96171,0.00000,0.00000
7,95,25.96842,0.94196,4.66316,0.96937,0.00000,0.00000
8,95,25.45263,0.93830,4.57895,0.96667,0.00000,0.00000
9,95,25.06316,0.93703,4.49474,0.95955,0.00000,0.00000
10,95,25.88421,0.93891,4.66316,0.96937,0.00000,0.00000
11,95,26.30526,0.93983,4.72632,0.97397,0.00000,0.00000
12,95,25.06316,0.93703,4.49474,0.96171,0.00000,0.00000
13,95,25.06316,0.93703,4.49474,0.96171,0.00000,0.00000
14,95,25.42105,0.93786,4.55789,0.96868,0.00000,0.00000
15,95,25.42105,0.93786,4.55789,0.96868,0.00000,0.00000
16,95,25.06316,0.93703,4.49474,0.96171,0.00000,0.00000
17,95,25.42105,0.93786,4.55789,0.96868,0.00000,0.00000
18,95,26.30526,0.93983,4.72632,0.97397,0.00000,0.00000
19,95,25.06316,0.93703,4.49474,0.96171,0.00000,0.00000
20,95,25.42105,0.93786,4.55789,0.96868,0.00000,0.00000
21,95,25.06316,0.93703,4.49474,0.96171,0.00000,0.00000
22,95,25.06316,0.93703,4.49474,0.96171,0.00000,0.00000
23,95,25.04211,0.93625,4.48421,0.95946,0.00000,0.00000
24,95,25.03158,0.93585,4.48421,0.95946,0.00000,0.00000
25,95,25.18947,0.92932,4.53684,0.96421,0.00000,0.00000
26,95,25.00000,0.92233,4.53684,0.96421,0.00000,0.00000
27,95,25.42105,0.93786,4.55789,0.96868,0.00000,0.00000
28,95,24.74737,0.92523,4.49474,0.96171,0.00000,0.00000
29,95,25.88421,0.93891,4.66316,0.96937,0.00000,0.00000
30,95,24.74737,0.91301,4.55789,0.96868,0.00000,0.00000
31,95,24.97895,0.93388,4.49474,0.96171,0.00000,0.00000
32,95,24.75789,0.92562,4.48421,0.95946,0.00000,0.00000
33,95,24.74737,0.91301,4.53684,0.96421,0.00000,0.00000
34,95,24.73684,0.91262,4.55789,0.96868,0.00000,0.00000
35,95,24.72632,0.92444,4.49474,0.96171,0.00000,0.00000
36,95,24.72632,0.92444,4.49474,0.96171,0.00000,0.00000
37,95,24.52632,0.90485,4.55789,0.96868,0.00000,0.00000
38,95,24.64211,0.92129,4.49474,0.96171,0.00000,0.00000
39,95,24.20000,0.89282,4.55789,0.96868,0.00000,0.00000
40,95,23.84211,0.89138,4.47368,0.95721,0.00000,0.00000
41,95,23.94737,0.89744,4.49474,0.96606,0.00000,0.00000
41,95,24.96842,0.89206,4.69474,0.96746,0.00622,0.00622
42,95,24.32632,0.91056,4.50526,0.96614,0.00311,0.00311
43,95,24.98947,0.90645,4.62105,0.96061,0.00207,0.00207
44,95,23.81053,0.89125,4.50526,0.96614,0.00518,0.00518
45,95,24.16842,0.89165,4.54737,0.96644,0.00622,0.00622
46,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
47,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
48,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
49,95,24.16842,0.89165,4.54737,0.96644,0.00622,0.00622
50,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
51,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
52,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
53,95,23.77895,0.89112,4.50526,0.96614,0.00518,0.00518
54,95,24.16842,0.89165,4.54737,0.96644,0.00622,0.00622
55,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
56,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
57,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
58,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
59,95,23.78947,0.89152,4.49474,0.96606,0.00622,0.00622
60,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
61,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
62,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
63,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
64,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
65,95,24.57895,0.89156,4.65263,0.96718,0.00518,0.00518
66,95,24.16842,0.89165,4.54737,0.96644,0.00622,0.00622
67,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
68,95,23.77895,0.89112,4.50526,0.96614,0.00518,0.00518
69,95,23.83158,0.89099,4.51579,0.96622,0.00415,0.00415
