Epoch,ctc_loss,val_ctc_loss
Epoch 55,74.85314178466797,74.46369853772615
Epoch 56,75.33757019042969,75.05510470741673
Epoch 57,74.8955307006836,74.66222518117804
Epoch 58,74.45890045166016,74.78491584376285
Epoch 59,74.9983901977539,74.5544150101511
Epoch 60,74.94480895996094,74.73349515011436
Epoch 61,74.30130004882812,74.24911468907406
Epoch 62,75.07555389404297,74.7935599276894
Epoch 63,74.55313110351562,74.41785697937011
Epoch 64,75.15704345703125,74.51828153509842
Epoch 65,74.5796890258789,74.37552060578999
Epoch 66,74.525146484375,74.46301630923622
Epoch 67,74.68461608886719,73.93534517790143
Epoch 68,74.57308959960938,74.50672766032972
Epoch 69,74.68382263183594,74.15338243183336
Epoch 70,74.42871856689453,74.24393969084088
Epoch 71,74.52771759033203,74.09821909854287
Epoch 72,74.38778686523438,74.25777150204307
Epoch 73,74.60104370117188,73.7903051677503
Epoch 74,74.30571746826172,74.32136523598119
Epoch 75,74.11409759521484,74.00575131868061
Epoch 76,74.40654754638672,74.10538374248304
Epoch 77,74.19412231445312,73.93349300183748
Epoch 78,74.02408599853516,74.09542756331594
Epoch 79,74.1580581665039,73.6218505859375
Epoch 80,74.20846557617188,74.18769507157175
Epoch 81,73.93738555908203,73.84573906346371
Epoch 82,73.88090515136719,73.92212034526624
Epoch 83,74.2701187133789,73.77144285503186
Epoch 84,74.08230590820312,73.9305823476691
Epoch 85,73.84524536132812,73.47845848485044
Epoch 86,74.3335952758789,74.06229159706517
Epoch 87,73.84960174560547,73.69268068012438
Epoch 88,73.526123046875,73.78458938598632
Epoch 89,74.00151824951172,73.60546469437449
Epoch 90,73.96868133544922,73.76754212630422
Epoch 91,73.35514831542969,73.29804151434648
Epoch 92,74.15022277832031,73.86308477301347
Epoch 93,73.5499496459961,73.60189706902754
Epoch 94,74.23696899414062,73.64843838340357
Epoch 95,73.65275573730469,73.50690590707879
Epoch 96,73.62075805664062,73.66950310154965
Epoch 97,73.7681655883789,73.16152146991931
Epoch 98,73.65354919433594,73.6959235542699
Epoch 99,73.73186492919922,73.36256711859453
Epoch 100,73.61139678955078,73.42752376355622
Epoch 101,73.66449737548828,73.27643982736689
Epoch 102,73.42437744140625,73.42848844026264
Epoch 103,73.74349975585938,72.99994779887952
Epoch 104,73.49415588378906,73.54544641595137
Epoch 105,73.30554962158203,73.21827159680818
Epoch 106,73.56610870361328,73.28407299644068
Epoch 107,73.28978729248047,73.11915877492804
Epoch 108,73.21717071533203,73.30776730587608
Epoch 109,73.31938171386719,72.7948040410092
Epoch 110,73.35611724853516,73.404435930754
Epoch 111,73.15006256103516,73.06530960484555
Epoch 112,73.0633773803711,73.14012579666941
Epoch 113,73.48773956298828,72.96245667307001
Epoch 114,73.30740356445312,73.12299607929431
Epoch 115,73.03872680664062,72.65001582095498
Epoch 116,73.53462219238281,73.1847442225406
Epoch 117,73.0726089477539,72.86587584646125
Epoch 118,72.7574691772461,72.954521620901
Epoch 119,73.1992416381836,72.77134029990748
Epoch 120,73.21586608886719,72.93408512316252
Epoch 121,72.53053283691406,72.4725364484285
Epoch 122,73.27958679199219,73.0142616071199
Epoch 123,72.78792572021484,72.75874953018992
Epoch 124,73.38076782226562,72.79593923468339
Epoch 125,72.82039642333984,72.66890371222244
Epoch 126,72.81397247314453,72.80910335339998
Epoch 127,72.96785736083984,72.31830040781122
Epoch 128,72.90966796875,72.8861019335295
Epoch 129,72.9737319946289,72.55744263498407
Epoch 130,72.74388885498047,72.6292246366802
Epoch 131,72.81810760498047,72.48835276553505
Epoch 132,72.61514282226562,72.63251961155942
Epoch 133,72.94184112548828,72.22131958007813
Epoch 134,72.65194702148438,72.70494336579975
Epoch 135,72.45262908935547,72.39049835205078
Epoch 136,72.7134780883789,72.43751622250205
Epoch 137,72.4852523803711,72.24881029630963
Epoch 138,72.40093994140625,72.41764795403732
Epoch 139,72.42913818359375,71.96668141013697
Epoch 140,72.44535827636719,72.52832045304147
Epoch 141,72.26465606689453,72.22556581999126
Epoch 142,72.19464111328125,72.27658653259277
Epoch 143,72.61302947998047,72.06854159706518
Epoch 144,72.3817367553711,72.25360926577919
Epoch 145,72.1315689086914,71.78401091726202
Epoch 146,72.64382934570312,72.27871226260537
Epoch 147,72.14370727539062,71.95768300106651
Epoch 148,71.82254028320312,72.02260352686832
Epoch 149,72.21082305908203,71.81770453202097
Epoch 150,72.2167739868164,71.94605604472913
Epoch 151,71.60354614257812,71.51762570832905
Epoch 152,72.3226089477539,72.02779257924934
Epoch 153,71.83378601074219,71.73633404781944
Epoch 154,72.40284729003906,71.80348492672569
Epoch 155,71.84062194824219,71.67642233999152
Epoch 156,71.88264465332031,71.80546330903705
Epoch 157,71.99197387695312,71.34462360582853
Epoch 158,71.88876342773438,71.85281631068179
Epoch 159,71.9235610961914,71.55323717217696
Epoch 160,71.74588012695312,71.58373806602077
Epoch 161,71.83910369873047,71.38854916221217
Epoch 162,71.66255187988281,71.55826841655531
Epoch 163,71.92081451416016,71.14144917538292
Epoch 164,71.5794906616211,71.60100113718133
Epoch 165,71.40243530273438,71.28823238172029
Epoch 166,71.66879272460938,71.33494190416837
Epoch 167,71.45347595214844,71.14092885067588
Epoch 168,71.28064727783203,71.31243559184827
Epoch 169,71.4645767211914,70.84297487359298
Epoch 170,71.34342193603516,71.36598785801938
Epoch 171,71.18357849121094,71.1287692019814
Epoch 172,71.08114624023438,71.1588550969174
Epoch 173,71.45457458496094,70.91179452193411
Epoch 174,71.26972961425781,71.052758307206
Epoch 175,70.97036743164062,70.6104552018015
Epoch 176,71.49349212646484,71.06199609856857
Epoch 177,70.9699478149414,70.76600305657638
Epoch 178,70.83454132080078,70.85549499110172
Epoch 179,71.152587890625,70.65501146818463
Epoch 180,71.046875,70.75649809586375
Epoch 181,70.42803192138672,70.4147909465589
Epoch 182,71.06892395019531,70.80288419221577
Epoch 183,70.66950988769531,70.45704954046953
Epoch 184,71.19518280029297,70.51544496636642
Epoch 185,70.66075134277344,70.3466934003328
Epoch 186,70.68080139160156,70.59818691454436
Epoch 187,70.77555847167969,70.0943404348273
Epoch 188,70.66679382324219,70.52222306100946
Epoch 189,70.69711303710938,70.27289209867779
Epoch 190,70.54637908935547,70.20765746267219
Epoch 191,70.6616439819336,70.07510849802118
Epoch 192,70.40229797363281,70.18646523325067
Epoch 193,70.6072769165039,69.86380253842002
Epoch 194,70.29625701904297,70.30755273919357
Epoch 195,70.13652038574219,69.96317235043175
Epoch 196,70.33635711669922,69.94484270999307
Epoch 197,70.20026397705078,69.80720351369757
Epoch 198,69.94744110107422,69.9056147525185
Epoch 199,70.06246185302734,69.48942417345549
Epoch 200,69.98553466796875,69.94048070405658
Epoch 201,69.89228820800781,69.58518753051757
Epoch 202,69.84383392333984,69.61079910679868
Epoch 203,70.16944122314453,69.4374212967722
Epoch 204,69.90222930908203,69.57843154104133
Epoch 205,69.65707397460938,69.25796384309467
Epoch 206,70.08798217773438,69.8482160267077
Epoch 207,69.74082946777344,69.54258083544279
Epoch 208,69.36091613769531,69.70226791783384
Epoch 209,69.74713897705078,69.24386897839997
Epoch 210,69.72897338867188,69.25636859693026
Epoch 211,69.0379409790039,68.85597012168483
Epoch 212,69.84281921386719,69.34000280279862
Epoch 213,69.3642807006836,68.92674333672774
Epoch 214,69.6377944946289,68.97975787112587
Epoch 215,69.27106475830078,68.91606644078306
Epoch 216,69.20527648925781,69.1027159038343
Epoch 217,69.50885009765625,68.91880609612716
Epoch 218,69.203857421875,68.97350562246223
Epoch 219,69.36951446533203,68.94927550867985
Epoch 220,69.0337905883789,68.84655625192742
Epoch 221,69.17941284179688,68.84566941512259
Epoch 222,68.81080627441406,68.72760686372456
Epoch 223,69.16328430175781,69.0255278938695
Epoch 224,68.73986053466797,69.09124400490208
Epoch 225,68.55864715576172,69.06920983163934
Epoch 226,69.03264617919922,68.72999936154014
Epoch 227,68.68418884277344,68.78717344183671
Epoch 228,68.56841278076172,68.58958408958034
Epoch 229,68.549072265625,68.29249488429019
Epoch 230,68.55232238769531,68.90931336252314
Epoch 231,68.39083862304688,68.33339221352026
Epoch 232,68.32916259765625,68.36239395141601
Epoch 233,68.51734161376953,68.45523073296798
Epoch 234,68.38592529296875,68.29474170082494
Epoch 235,68.02186584472656,68.25843786942332
Epoch 236,68.50086212158203,68.64678770366469
Epoch 237,68.12413787841797,68.36514087476229
Epoch 238,67.78191375732422,68.4373331170333
Epoch 239,68.1552963256836,67.90573672244423
Epoch 240,68.14071655273438,67.86891774629292
Epoch 241,67.52983093261719,67.6357506601434
Epoch 242,68.1286849975586,67.98369365491365
Epoch 243,67.65204620361328,67.82062853762979
Epoch 244,68.21212768554688,67.85676452235171
Epoch 245,67.72612762451172,67.9426112325568
Epoch 246,67.52759552001953,67.72801286797774
Epoch 247,67.92145538330078,67.78283661290219
Epoch 248,67.78910827636719,67.93741607666016
Epoch 249,67.65310668945312,67.58672069750334
Epoch 250,67.56494903564453,67.65062296014084
Epoch 251,67.541259765625,67.90056682385897
Epoch 252,67.38687896728516,68.1730854837518
Epoch 253,67.77044677734375,68.00795340287058
Epoch 254,67.2056655883789,67.51580358806409
Epoch 255,67.08676147460938,67.38076515197754
Epoch 256,67.31654357910156,67.36011645668431
Epoch 257,67.03223419189453,67.52357733877082
Epoch 258,66.80213928222656,67.62003382632606
Epoch 259,67.14971160888672,67.64111960561652
Epoch 260,67.09518432617188,67.45018639815481
Epoch 261,66.80860900878906,67.3982416654888
Epoch 262,66.64308166503906,66.96162261962891
Epoch 263,67.00039672851562,67.08695323341772
Epoch 264,66.86031341552734,67.08131780122456
Epoch 265,66.65701293945312,67.06399465862073
Epoch 266,66.95443725585938,67.4203121988397
Epoch 267,66.53129577636719,67.41644375449732
Epoch 268,66.19915771484375,66.92792970757735
Epoch 269,66.65374755859375,66.99527095995451
Epoch 270,66.30569458007812,66.84890369616056
Epoch 271,65.85089111328125,66.97284397326018
Epoch 272,66.55180358886719,67.21782336987947
Epoch 273,66.19756317138672,66.55442057157818
Epoch 274,66.49646759033203,66.87491451062654
Epoch 275,66.11872100830078,66.54069057263825
Epoch 276,66.01010131835938,66.86401676378752
Epoch 277,66.15587615966797,66.37363722951788
Epoch 278,65.79132080078125,66.53114945261102
Epoch 279,65.99636840820312,66.14993284125077
Epoch 280,66.04701232910156,66.79548659073679
Epoch 281,65.81575012207031,66.2402577450401
Epoch 282,65.5653305053711,66.9666598671361
Epoch 283,65.75019836425781,66.75202953940943
Epoch 284,65.37919616699219,66.27161758824398
Epoch 285,65.54444122314453,65.71655630814402
Epoch 286,65.72986602783203,66.14611414859169
Epoch 287,65.14682006835938,65.56829990587737
Epoch 288,64.84947967529297,65.17234203940944
Epoch 289,65.07862854003906,65.77052963658383
Epoch 290,65.31819915771484,66.03129059640985
Epoch 291,64.78099822998047,65.41574452048854
Epoch 292,64.76260375976562,65.95467683892501
Epoch 293,64.99276733398438,65.71928331475509
Epoch 294,64.60204315185547,65.62305934303686
Epoch 295,64.35222625732422,66.3617194928621
Epoch 296,64.96012878417969,65.53212746068051
Epoch 297,64.38986206054688,65.08838888469495
Epoch 298,64.45191955566406,65.07553911711041
Epoch 299,64.63164520263672,64.23643834967362
Epoch 300,64.42340087890625,64.88596331947728
Epoch 301,63.82613754272461,63.88945896751002
Epoch 302,64.1601333618164,65.00913236517655
Epoch 303,63.96750259399414,64.43046616002133
Epoch 304,64.55393981933594,64.13708927756862
Epoch 305,63.5617790222168,64.34158775931911
Epoch 306,63.75955581665039,64.40361172525506
Epoch 307,63.751625061035156,65.4353246990003
Epoch 308,63.491878509521484,64.66554941880075
Epoch 309,63.24773406982422,63.939374843396635
Epoch 310,63.843074798583984,65.05328082034463
Epoch 311,63.54194641113281,65.11659132304945
Epoch 312,63.49317169189453,65.17572127894351
Epoch 313,63.59368133544922,63.74953205710963
Epoch 314,63.151554107666016,63.337586673937345
Epoch 315,63.231964111328125,65.11138797559236
Epoch 316,63.53207015991211,64.67167862340024
Epoch 317,63.047386169433594,64.22046556974712
Epoch 318,62.74551773071289,64.31361982445968
Epoch 319,62.99421310424805,63.955944743909335
Epoch 320,62.75680160522461,63.87437382748252
Epoch 321,62.676666259765625,64.0642282887509
Epoch 322,62.5048828125,64.99183397795025
Epoch 323,62.609737396240234,64.0701002422132
Epoch 324,62.52083969116211,64.34175362837942
Epoch 325,62.206932067871094,63.83598086708471
Epoch 326,62.498146057128906,64.48059535779451
Epoch 327,62.0807991027832,62.75488238083689
Epoch 328,62.107704162597656,63.73736317283229
Epoch 329,62.24939727783203,62.75315484498677
Epoch 330,62.193763732910156,63.723663902282716
Epoch 331,61.58887481689453,62.334182297556026
Epoch 332,62.07545471191406,62.23366408097117
Epoch 333,61.704288482666016,63.14339392812629
Epoch 334,61.74918746948242,61.89722532975046
Epoch 335,61.264076232910156,62.869072151184085
Epoch 336,61.41029357910156,63.48056695837724
Epoch 337,61.37515640258789,62.2064652292352
Epoch 338,61.3026123046875,61.83232925816586
Epoch 339,61.25910186767578,62.006040783932335
Epoch 340,61.04518127441406,62.659410386336475
Epoch 341,61.20745086669922,61.886580457185445
Epoch 342,60.905120849609375,61.14452085996929
Epoch 343,61.03540802001953,62.672027818780194
Epoch 344,60.73014450073242,62.05594813698217
Epoch 345,60.879024505615234,63.196585916218005
Epoch 346,60.97618103027344,62.61999168395996
Epoch 347,60.56724548339844,60.953784531041194
Epoch 348,60.33079528808594,61.29267922451621
Epoch 349,60.39421081542969,61.65967171317653
