Epoch,ctc_loss,val_ctc_loss
Epoch 0,303.60479736328125,263.2245207134046
Epoch 1,200.0930633544922,183.37118931820518
Epoch 2,136.0699462890625,138.49461892780505
Epoch 3,100.51054382324219,95.36226567720112
Epoch 4,85.61382293701172,82.58121062830875
Epoch 5,81.2413558959961,79.04251211065996
Epoch 6,79.58155059814453,78.23239408794203
Epoch 7,78.07087707519531,76.46885004545513
Epoch 8,76.84334564208984,76.82909198560213
Epoch 9,76.30533599853516,76.38155505531712
Epoch 10,76.43739318847656,75.09106401142321
Epoch 11,75.54238891601562,75.0568743254009
Epoch 12,74.83252716064453,74.82117156982422
Epoch 13,74.32018280029297,73.61979044864053
Epoch 14,73.8232650756836,73.7963533903423
Epoch 15,73.17137908935547,73.58285489333304
Epoch 16,73.01193237304688,72.85859962262606
Epoch 17,73.16481018066406,72.59848824551231
Epoch 18,72.61475372314453,72.6373558747141
Epoch 19,72.03557586669922,71.93647562328138
Epoch 20,72.11541748046875,72.39839566883288
Epoch 21,71.6032485961914,71.88228012888055
Epoch 22,71.40099334716797,71.65146048696417
Epoch 23,71.0009765625,71.38512255016126
Epoch 24,70.15730285644531,71.9385618611386
Epoch 25,71.13004302978516,71.37397965882954
Epoch 26,70.34712982177734,71.30216854497006
Epoch 27,70.71259307861328,70.94399772443269
Epoch 28,69.69385528564453,70.62139600452623
Epoch 29,69.1134262084961,70.75689901050768
Epoch 30,68.65369415283203,70.70893587815134
Epoch 31,68.40242767333984,69.66161744971025
Epoch 32,68.17150115966797,69.04608220552143
Epoch 33,67.58879089355469,69.73617377030222
Epoch 34,66.90196228027344,68.99724851909437
Epoch 35,66.09864044189453,69.61239344948217
Epoch 36,65.99468994140625,68.41047230770714
Epoch 37,65.91749572753906,67.34230662898014
Epoch 38,64.74739074707031,66.66764841581646
Epoch 39,64.33733367919922,66.63829896826493
Epoch 40,63.494476318359375,66.46117137105841
Epoch 41,63.1269645690918,67.39177369569477
Epoch 42,62.27153396606445,67.70528551402845
Epoch 43,62.021183013916016,65.4917375163028
Epoch 44,61.608726501464844,64.29842013308877
Epoch 45,60.93278503417969,64.48733422128778
Epoch 46,59.6323356628418,63.97553768157959
Epoch 47,59.379825592041016,64.1904729240819
Epoch 48,58.46853256225586,63.792281803331875
Epoch 49,58.1794319152832,62.76705737866853
Epoch 50,56.934268951416016,63.32606249357524
Epoch 51,55.539878845214844,64.05227430243241
Epoch 52,55.960731506347656,63.308356696680974
Epoch 53,54.7552490234375,62.6065897891396
Epoch 54,54.58989334106445,60.888510749214575
Epoch 55,53.838951110839844,61.7993952148839
Epoch 56,52.92729187011719,60.18901794333207
Epoch 57,51.90837097167969,60.85278095948069
Epoch 58,50.747737884521484,59.416920446094714
Epoch 59,49.71257019042969,59.01423214862221
Epoch 60,48.926815032958984,60.14603148008648
Epoch 61,48.490333557128906,58.100814452924226
Epoch 62,48.22950744628906,61.1841605136269
Epoch 63,46.897457122802734,58.38749791446485
Epoch 64,46.143184661865234,55.5995196693822
