epoch,ctc_loss,loss,val_ctc_loss,val_loss
0,138.50405883789062,138.50405883789062,109.76055908203125,109.76055908203125
1,89.30195617675781,89.30195617675781,91.12454986572266,91.12454986572266
2,86.76862335205078,86.76862335205078,93.11495208740234,93.11495208740234
3,83.84497833251953,83.84497833251953,84.02942657470703,84.02942657470703
4,82.9125747680664,82.9125747680664,82.78693389892578,82.78693389892578
5,82.00164031982422,82.00164031982422,85.55194091796875,85.55194091796875
6,81.58997344970703,81.58997344970703,83.68790435791016,83.68790435791016
7,80.97110748291016,80.97110748291016,82.34099578857422,82.34099578857422
8,81.11076354980469,81.11076354980469,79.78450775146484,79.78450775146484
9,80.71272277832031,80.71272277832031,81.52283477783203,81.52283477783203
10,80.46585083007812,80.46585083007812,81.45364379882812,81.45364379882812
11,80.3094482421875,80.3094482421875,81.37208557128906,81.37208557128906
12,79.77706146240234,79.77706146240234,79.74103546142578,79.74103546142578
13,79.54313659667969,79.54313659667969,81.05931854248047,81.05931854248047
14,79.27522277832031,79.27522277832031,79.28884887695312,79.28884887695312
15,79.174560546875,79.174560546875,80.83223724365234,80.83223724365234
16,79.11595916748047,79.11595916748047,79.11286926269531,79.11286926269531
17,79.00437927246094,79.00437927246094,80.41322326660156,80.41322326660156
18,78.84947204589844,78.84947204589844,80.56614685058594,80.56614685058594
19,78.72937774658203,78.72937774658203,78.79837799072266,78.79837799072266
20,78.6782455444336,78.6782455444336,80.22257232666016,80.22257232666016
21,78.5844497680664,78.5844497680664,78.87511444091797,78.87511444091797
22,78.47895050048828,78.47895050048828,78.77059173583984,78.77059173583984
23,78.35597229003906,78.35597229003906,79.6396713256836,79.6396713256836
24,78.15721130371094,78.15721130371094,77.91217041015625,77.91217041015625
25,78.10005950927734,78.10005950927734,78.31098175048828,78.31098175048828
26,77.92424774169922,77.92424774169922,78.39381408691406,78.39381408691406
27,77.97801971435547,77.97801971435547,78.67110443115234,78.67110443115234
28,77.89257049560547,77.89257049560547,79.3084487915039,79.3084487915039
29,77.66390228271484,77.66390228271484,79.11080169677734,79.11080169677734
30,77.70884704589844,77.70884704589844,77.72614288330078,77.72614288330078
31,77.81551361083984,77.81551361083984,77.66837310791016,77.66837310791016
32,77.44139862060547,77.44139862060547,78.74797821044922,78.74797821044922
33,77.51920318603516,77.51920318603516,78.83085632324219,78.83085632324219
34,77.42469787597656,77.42469787597656,78.7785873413086,78.7785873413086
35,77.35096740722656,77.35096740722656,77.1004638671875,77.1004638671875
36,77.17716217041016,77.17716217041016,77.22236633300781,77.22236633300781
37,77.26223754882812,77.26223754882812,77.05805969238281,77.05805969238281
38,77.10987091064453,77.10987091064453,78.51595306396484,78.51595306396484
39,77.10147094726562,77.10147094726562,78.38434600830078,78.38434600830078
40,76.9883041381836,76.9883041381836,76.93631744384766,76.93631744384766
41,76.97952270507812,76.97952270507812,76.91934967041016,76.91934967041016
42,77.73898315429688,77.73898315429688,77.94918060302734,77.94918060302734
43,76.44210052490234,76.44210052490234,77.94022369384766,77.94022369384766
44,76.80308532714844,76.80308532714844,77.90331268310547,77.90331268310547
45,76.63298797607422,76.63298797607422,76.58013916015625,76.58013916015625
46,76.67190551757812,76.67190551757812,76.38983917236328,76.38983917236328
47,76.42418670654297,76.42418670654297,77.59481048583984,77.59481048583984
48,76.39549255371094,76.39549255371094,76.27556610107422,76.27556610107422
49,76.34567260742188,76.34567260742188,77.44337463378906,77.44337463378906
50,76.32809448242188,76.32809448242188,76.16145324707031,76.16145324707031
51,76.29759216308594,76.29759216308594,77.49932098388672,77.49932098388672
52,76.16493225097656,76.16493225097656,77.45116424560547,77.45116424560547
53,76.13176727294922,76.13176727294922,77.49207305908203,77.49207305908203
54,76.0771713256836,76.0771713256836,75.92835998535156,75.92835998535156
55,75.93229675292969,75.93229675292969,77.40391540527344,77.40391540527344
56,75.94446563720703,75.94446563720703,77.21411895751953,77.21411895751953
57,75.85813903808594,75.85813903808594,77.0700912475586,77.0700912475586
58,75.84493255615234,75.84493255615234,75.76304626464844,75.76304626464844
59,75.80229949951172,75.80229949951172,77.05931854248047,77.05931854248047
60,75.70800018310547,75.70800018310547,75.69140625,75.69140625
61,75.6291732788086,75.6291732788086,76.9166030883789,76.9166030883789
62,75.5710220336914,75.5710220336914,76.89485931396484,76.89485931396484
63,75.54641723632812,75.54641723632812,76.79093170166016,76.79093170166016
64,75.52027893066406,75.52027893066406,75.45899200439453,75.45899200439453
65,75.5318832397461,75.5318832397461,76.81876373291016,76.81876373291016
66,75.40103149414062,75.40103149414062,75.36300659179688,75.36300659179688
67,75.33257293701172,75.33257293701172,75.43566131591797,75.43566131591797
68,75.32601165771484,75.32601165771484,76.6057357788086,76.6057357788086
69,75.27932739257812,75.27932739257812,76.6504898071289,76.6504898071289
