Epoch,ctc_loss,val_ctc_loss
Epoch 0,121.78884887695312,90.56839214124177
Epoch 1,86.51298522949219,88.8885592811986
Epoch 2,83.97313690185547,85.80275915045488
Epoch 3,82.3769302368164,83.88044088263261
Epoch 4,81.13378143310547,80.60833880775853
Epoch 5,81.13607025146484,79.51968833521792
Epoch 6,80.44625854492188,79.46007626182154
Epoch 7,80.15160369873047,79.47149830868369
Epoch 8,79.85840606689453,78.03001867595472
Epoch 9,79.78399658203125,79.05501046431692
Epoch 10,79.8493423461914,78.74650672109503
Epoch 11,79.07952117919922,78.28783894589073
Epoch 12,79.26687622070312,78.36539469267193
Epoch 13,79.2168197631836,78.33956208480032
Epoch 14,78.7937240600586,77.22205152009663
Epoch 15,79.19802856445312,78.14962969328228
Epoch 16,78.55097961425781,78.0776018644634
Epoch 17,78.62213134765625,77.75190445749384
Epoch 18,78.4460678100586,77.85747138575503
Epoch 19,78.42060089111328,77.84488714117752
Epoch 20,78.19468688964844,76.74197961907637
Epoch 21,78.28999328613281,77.64201160230135
Epoch 22,77.96768188476562,77.65271333393298
Epoch 23,77.57672882080078,77.21449990523489
Epoch 24,77.98701477050781,77.4585840124833
Epoch 25,78.11479187011719,77.47130654987537
Epoch 26,77.8212890625,76.30663177088687
Epoch 27,77.79363250732422,77.27272318789834
Epoch 28,78.09141540527344,77.22637345163446
Epoch 29,77.65238952636719,76.87619809602437
Epoch 30,77.58856964111328,77.08961787976716
Epoch 31,77.77203369140625,77.05307522823936
Epoch 32,77.86486053466797,76.00802088285748
Epoch 33,77.3936538696289,76.93901684409694
Epoch 34,77.19001007080078,77.04479922244424
Epoch 35,77.37139892578125,76.62249294080232
Epoch 36,77.03302764892578,76.83990968403063
Epoch 37,77.22653198242188,76.8473944212261
Epoch 38,77.30207061767578,75.76282916821931
Epoch 39,77.14020538330078,76.76081918415271
Epoch 40,77.44331359863281,76.62165180005525
Epoch 41,76.90586853027344,76.25649855764289
Epoch 42,77.17179870605469,76.42882001776444
Epoch 43,76.99102783203125,76.464948834871
Epoch 44,76.79588317871094,75.42551301655017
Epoch 45,77.1266860961914,76.36127214933697
Epoch 46,76.66973114013672,76.32190318860506
Epoch 47,76.68193817138672,76.02311288934006
Epoch 48,76.59943389892578,76.1820875469007
Epoch 49,76.53211212158203,76.2036974856728
Epoch 50,76.55572509765625,75.17717140599301
Epoch 51,76.53865051269531,76.05520798532586
Epoch 52,76.29515838623047,76.03106940420051
Epoch 53,75.88291931152344,75.6779543625681
Epoch 54,76.31478881835938,75.88672276547081
Epoch 55,76.45539093017578,75.89588998493396
Epoch 56,76.10609436035156,74.84442568327252
Epoch 57,76.13899230957031,75.76653358057925
Epoch 58,76.54718017578125,75.73637137162058
Epoch 59,76.0064926147461,75.45156607376902
Epoch 60,75.97095489501953,75.65014728746917
Epoch 61,76.15196228027344,75.66121239913137
Epoch 62,76.31021118164062,74.65657746164422
Epoch 63,75.92833709716797,75.5399559020996
Epoch 64,75.82904815673828,75.51919824700606
Epoch 65,75.94483947753906,75.22745423567922
Epoch 66,75.56266784667969,75.45408544038472
Epoch 67,75.78887939453125,75.50041736803557
Epoch 68,75.81220245361328,74.43812595166658
Epoch 69,75.77444458007812,75.38106285898309
Epoch 70,76.04352569580078,75.32067505685907
Epoch 71,75.52204895019531,75.00384692141884
Epoch 72,75.80751037597656,75.21081500806307
Epoch 73,75.72747039794922,75.24126659192537
Epoch 74,75.55056762695312,74.24442628559314
Epoch 75,75.86351776123047,75.17662662706877
