Epoch,Samples,Mean CER,Mean CER (Norm),Mean WER,Mean WER (Norm),Mean BLEU,Mean BLEU (Norm)
0,95,21.04211,0.77481,5.44211,1.14889,0.04257,0.04257
1,95,21.82105,0.80724,5.18947,1.09800,0.02479,0.02479
2,95,21.83158,0.80170,5.33684,1.12417,0.03583,0.03583
3,95,21.90526,0.80316,5.82105,1.22616,0.02427,0.02427
4,95,21.52632,0.79603,5.06316,1.07606,0.02137,0.02137
5,95,21.90526,0.81036,4.84211,1.02450,0.02561,0.02561
6,95,22.35789,0.82326,4.76842,1.00667,0.01316,0.01316
7,95,21.76842,0.80530,4.74737,1.00445,0.02217,0.02217
8,95,22.86316,0.83958,4.61053,0.97118,0.01977,0.01977
9,95,23.01053,0.84369,4.61053,0.97118,0.01509,0.01509
10,95,22.16842,0.81977,4.67368,0.99329,0.01214,0.01214
11,95,21.23158,0.78544,4.83158,1.02227,0.01893,0.01893
12,95,21.42105,0.78876,4.76842,1.00667,0.01959,0.01959
13,95,22.13684,0.81893,4.61053,0.97550,0.01454,0.01454
14,95,22.22105,0.81600,4.64211,0.97783,0.01682,0.01682
15,95,21.95789,0.80509,4.61053,0.97118,0.01807,0.01807
16,95,21.67368,0.80148,4.62105,0.98210,0.02059,0.02059
17,95,21.30526,0.78816,4.75789,1.00668,0.01992,0.01992
18,95,21.45263,0.78992,4.70526,0.99333,0.02003,0.02003
19,95,22.64211,0.83762,4.55789,0.96437,0.01041,0.01041
20,95,21.73684,0.79822,4.70526,0.99113,0.01267,0.01267
21,95,22.49474,0.82478,4.56842,0.96231,0.01594,0.01594
22,95,21.98947,0.81316,4.61053,0.97987,0.01637,0.01637
23,95,21.85263,0.80841,4.69474,0.99332,0.01260,0.01260
24,95,22.01053,0.81047,4.68421,0.98889,0.01504,0.01504
25,95,22.31579,0.82555,4.64211,0.98218,0.01459,0.01459
26,95,22.20000,0.81523,4.72632,0.99557,0.01302,0.01302
27,95,21.28421,0.78372,4.93684,1.04222,0.01893,0.01893
28,95,22.17895,0.82048,4.63158,0.97996,0.01277,0.01277
29,95,21.91579,0.80479,4.68421,0.98670,0.02188,0.02188
30,95,22.15789,0.81243,4.70526,0.99113,0.01663,0.01663
31,95,21.67368,0.80148,4.64211,0.98658,0.01861,0.01861
32,95,22.17895,0.82048,4.58947,0.97105,0.01983,0.01983
33,95,21.80000,0.80271,4.63158,0.97778,0.02195,0.02195
34,95,22.03158,0.81503,4.57895,0.96882,0.01637,0.01637
35,95,22.17895,0.81446,4.65263,0.98004,0.01722,0.01722
36,95,22.06316,0.80895,4.63158,0.97561,0.01886,0.01886
37,95,20.35789,0.75282,5.07368,1.07830,0.02649,0.02649
38,95,20.33684,0.75234,4.90526,1.03786,0.03753,0.03753
39,95,20.00000,0.73643,5.00000,1.05556,0.04024,0.04024
40,95,20.97895,0.77609,4.63158,0.97996,0.02912,0.02912
41,95,21.06316,0.77348,4.60000,0.96896,0.03129,0.03129
42,95,21.45263,0.78657,4.55789,0.96009,0.03346,0.03346
43,95,20.18947,0.74659,4.65263,0.98881,0.05077,0.05077
44,95,19.54737,0.72313,4.90526,1.03786,0.06246,0.06246
45,95,20.11579,0.74070,4.62105,0.97556,0.05404,0.05404
46,95,20.68421,0.76519,4.62105,0.97773,0.04933,0.04933
47,95,20.03158,0.73560,4.68421,0.98670,0.06576,0.06576
48,95,20.68421,0.75839,4.54737,0.95787,0.05688,0.05688
49,95,20.30526,0.75088,4.61053,0.97987,0.03944,0.03944
50,95,19.93684,0.73754,4.52632,0.95768,0.05583,0.05583
51,95,20.53684,0.75620,4.57895,0.96667,0.03842,0.03842
52,95,20.51579,0.75896,4.50526,0.95323,0.04201,0.04201
53,95,19.66316,0.72207,4.66316,0.98226,0.06059,0.06059
54,95,19.01053,0.69703,4.73684,0.99778,0.07570,0.07570
55,95,19.97895,0.73881,4.47368,0.95078,0.06687,0.06687
56,95,19.08421,0.70600,4.55789,0.96437,0.08102,0.08102
57,95,19.01053,0.70000,4.56842,0.96444,0.10099,0.10099
58,95,18.78947,0.69509,4.58947,0.97105,0.08214,0.08214
59,95,18.97895,0.69695,4.64211,0.97783,0.10513,0.10513
60,95,19.76842,0.72482,4.45263,0.93792,0.08211,0.08211
61,95,18.82105,0.69599,4.35789,0.92617,0.09697,0.09697
62,95,20.15789,0.74572,4.48421,0.94878,0.05891,0.05891
63,95,18.47368,0.68023,4.46316,0.94222,0.10455,0.10455
64,95,18.86316,0.69782,4.47368,0.94655,0.09625,0.09625
65,95,18.40000,0.67569,4.45263,0.93792,0.11362,0.11362
66,95,17.62105,0.64608,4.41053,0.92905,0.14482,0.14482
67,95,16.81053,0.62164,4.30526,0.91499,0.17020,0.17020
68,95,17.71579,0.65537,4.34737,0.91982,0.15062,0.15062
69,95,16.89474,0.62209,4.27368,0.90222,0.18869,0.18869
70,95,17.01053,0.62928,4.33684,0.91759,0.17121,0.17121
71,95,16.98947,0.62389,4.41053,0.92905,0.17573,0.17573
72,95,16.24211,0.59552,4.28421,0.90244,0.21484,0.21484
73,95,16.68421,0.61697,4.21053,0.89485,0.19840,0.19840
