Epoch - Batch,Loss student 0,Loss student 1,Ensemble loss,Multiloss value
Epoch 106 - Batch 14,23.44172,31.988564,31.068844,99.26932
Epoch 106 - Batch 15,20.70802,30.880283,32.728504,99.04233
Epoch 106 - Batch 16,19.979584,28.722897,31.711102,95.40788
Epoch 106 - Batch 17,25.760067,35.38273,32.392403,105.04505
Epoch 106 - Batch 18,38.06952,44.373863,42.728977,137.41556
Epoch 106 - Batch 19,19.52297,27.75721,25.324429,84.33832
Epoch 106 - Batch 20,24.15696,34.74865,32.178127,103.44046
Epoch 106 - Batch 21,28.819782,38.515083,36.5233,114.5644
Epoch 106 - Batch 22,30.326994,42.043434,35.562428,121.33421
Epoch 106 - Batch 23,27.359463,36.69464,35.376137,111.91892
Epoch 106 - Batch 24,23.671406,31.687267,29.9106,98.09525
Epoch 106 - Batch 25,27.106361,35.423668,37.2842,112.92433
Epoch 106 - Batch 26,26.131985,35.70662,35.246834,109.547356
Epoch 106 - Batch 27,17.43559,28.649992,25.51243,83.787895
Epoch 106 - Batch 28,26.472555,32.14702,33.483593,106.05182
Epoch 107 - Batch 0,20.325182,33.32831,32.933846,100.87733
Epoch 107 - Batch 1,24.878056,26.287374,27.909996,90.41477
Epoch 107 - Batch 2,23.510588,31.777237,26.995285,95.42741
Epoch 107 - Batch 3,25.36,36.081375,32.995438,108.39164
Epoch 107 - Batch 4,29.564596,35.7769,36.332405,113.273445
Epoch 107 - Batch 5,23.409008,30.861183,30.882587,96.72801
Epoch 107 - Batch 6,28.126331,39.979263,35.44763,115.57588
Epoch 107 - Batch 7,28.242931,35.758522,33.91073,109.30866
Epoch 107 - Batch 8,22.44269,38.500885,31.007103,104.3478
Epoch 107 - Batch 9,26.162493,36.77953,34.303535,109.181114
Epoch 107 - Batch 10,29.098698,36.811893,34.147915,110.81673
Epoch 107 - Batch 11,23.498251,32.867058,31.514034,98.97157
Epoch 107 - Batch 12,20.780804,28.870602,28.490822,89.637924
Epoch 107 - Batch 13,23.265205,32.332092,31.039158,97.68454
Epoch 107 - Batch 14,22.797647,31.225563,26.777744,92.77252
Epoch 107 - Batch 15,24.514679,32.007774,30.628548,100.04516
Epoch 107 - Batch 16,21.199581,31.396446,34.47306,101.151184
Epoch 107 - Batch 17,19.207172,28.43443,28.826977,90.75591
Epoch 107 - Batch 18,25.350857,34.32951,32.144123,102.67166
Epoch 107 - Batch 19,32.985138,44.86528,40.74905,130.38474
Epoch 107 - Batch 20,18.522831,26.68895,22.194143,78.47975
Epoch 107 - Batch 21,25.217934,34.293232,30.358833,101.618454
Epoch 107 - Batch 22,27.329378,37.99456,35.1513,112.51272
Epoch 107 - Batch 23,29.52507,37.93592,36.10786,116.35524
Epoch 107 - Batch 24,28.724777,36.121635,36.273678,113.86038
Epoch 107 - Batch 25,20.624344,28.921677,25.940193,87.10387
Epoch 107 - Batch 26,27.131783,35.16976,37.321674,113.545685
Epoch 107 - Batch 27,24.873201,32.78808,35.147453,105.665886
Epoch 107 - Batch 28,16.667929,23.219004,22.057325,74.16209
Epoch 108 - Batch 0,23.066221,29.939793,30.960052,96.73433
Epoch 108 - Batch 1,23.505356,32.063324,31.7631,101.869995
Epoch 108 - Batch 2,22.560604,26.343155,27.019361,88.01637
Epoch 108 - Batch 3,23.12637,28.413828,28.109272,91.14551
Epoch 108 - Batch 4,24.815453,35.84804,36.427036,110.46303
Epoch 108 - Batch 5,26.967892,36.380543,35.784714,111.95326
Epoch 108 - Batch 6,24.013515,31.461239,31.40515,99.57543
Epoch 108 - Batch 7,26.103394,34.4019,35.44465,108.59632
Epoch 108 - Batch 8,26.95485,35.00476,35.594376,109.16771
Epoch 108 - Batch 9,24.953602,35.828125,34.746452,107.44155
Epoch 108 - Batch 10,24.70628,34.77392,34.155922,106.41922
Epoch 108 - Batch 11,27.160778,36.59353,35.676224,111.173615
Epoch 108 - Batch 12,21.984472,31.337719,31.389032,96.22126
Epoch 108 - Batch 13,19.842665,29.297276,28.408962,88.593
Epoch 108 - Batch 14,24.370323,33.724197,32.847458,102.18159
Epoch 108 - Batch 15,21.037165,31.973366,29.459295,95.61298
Epoch 108 - Batch 16,24.991703,30.77439,30.250282,99.06306
Epoch 108 - Batch 17,19.832844,30.495298,31.89471,97.468506
Epoch 108 - Batch 18,19.444366,28.56269,27.208698,90.46445
Epoch 108 - Batch 19,26.125889,31.702726,29.791079,98.855774
Epoch 108 - Batch 20,33.058296,45.039722,41.84659,132.92769
Epoch 108 - Batch 21,16.559708,27.763195,25.117878,82.143814
Epoch 108 - Batch 22,25.083721,31.931099,29.485245,97.893776
Epoch 108 - Batch 23,26.602005,37.300106,35.237488,111.17447
Epoch 108 - Batch 24,27.381037,35.71025,32.29628,108.501785
Epoch 108 - Batch 25,25.705788,33.893555,33.240982,105.070435
Epoch 108 - Batch 26,21.566307,31.253113,27.407785,91.39892
Epoch 108 - Batch 27,27.069708,33.828644,32.34406,107.70154
Epoch 108 - Batch 28,25.861814,34.541553,36.52512,110.406815
Epoch 109 - Batch 0,17.415144,24.335138,24.877659,78.75893
Epoch 109 - Batch 1,23.85106,31.966745,28.965929,99.01048
Epoch 109 - Batch 2,20.745731,29.369518,30.132786,94.595184
Epoch 109 - Batch 3,21.238956,25.091747,24.514055,84.010345
Epoch 109 - Batch 4,22.943895,31.243,31.214312,98.77755
Epoch 109 - Batch 5,24.297764,33.51835,36.883987,108.688805
Epoch 109 - Batch 6,27.385525,35.44837,36.16812,110.80532
Epoch 109 - Batch 7,21.566809,28.37537,28.456516,90.83324
Epoch 109 - Batch 8,27.772865,34.23783,33.101234,108.02619
Epoch 109 - Batch 9,25.23648,35.26906,34.588017,107.224625
Epoch 109 - Batch 10,22.423248,36.436096,33.24763,104.88086
Epoch 109 - Batch 11,26.119751,32.89842,35.213356,107.46195
Epoch 109 - Batch 12,28.179028,33.59636,34.912273,108.73726
Epoch 109 - Batch 13,22.509735,33.103027,29.712263,97.5108
Epoch 109 - Batch 14,19.905096,28.094738,28.448704,87.26645
Epoch 109 - Batch 15,25.684029,32.023296,32.687042,102.034225
Epoch 109 - Batch 16,22.707188,30.61354,26.245104,92.45339
Epoch 109 - Batch 17,21.655212,34.127563,31.134535,100.13082
Epoch 109 - Batch 18,19.938784,31.286304,33.954002,100.27188
Epoch 109 - Batch 19,17.086098,26.02599,26.158886,84.38855
Epoch 109 - Batch 20,26.855255,33.579884,29.55017,101.338394
Epoch 109 - Batch 21,32.9935,41.27475,39.27695,124.92018
Epoch 109 - Batch 22,19.825443,25.166027,24.268114,80.10618
Epoch 109 - Batch 23,21.649145,28.621063,27.106758,88.33527
Epoch 109 - Batch 24,26.749943,35.02247,34.19559,107.13951
Epoch 109 - Batch 25,29.12395,41.438065,36.730812,119.80468
Epoch 109 - Batch 26,23.249163,32.188694,30.805542,99.40985
Epoch 109 - Batch 27,20.396248,28.845198,26.089348,86.92706
Epoch 109 - Batch 28,23.690865,32.665573,32.85766,102.21745
Epoch 110 - Batch 0,24.719357,32.38224,33.645824,104.01747
Epoch 110 - Batch 1,16.95537,24.163774,23.836128,77.93527
Epoch 110 - Batch 2,20.202744,30.91293,31.759115,96.040276
Epoch 110 - Batch 3,20.433943,29.527323,26.721523,92.51491
Epoch 110 - Batch 4,19.679573,23.516209,26.090464,82.21704
Epoch 110 - Batch 5,22.574047,28.664402,29.581633,92.81384
Epoch 110 - Batch 6,23.626099,33.626244,33.651367,103.97143
Epoch 110 - Batch 7,27.810917,34.227165,35.115604,108.75052
Epoch 110 - Batch 8,19.210941,28.464598,29.736921,89.48016
Epoch 110 - Batch 9,30.141098,33.961998,36.077026,113.24602
Epoch 110 - Batch 10,25.039291,34.129623,34.407642,106.07381
Epoch 110 - Batch 11,22.282646,35.47397,31.65061,102.42336
Epoch 110 - Batch 12,24.486189,32.73384,33.50537,104.13757
Epoch 110 - Batch 13,25.129314,36.65451,33.32461,107.426025
Epoch 110 - Batch 14,24.872028,31.089111,31.751732,100.051445
Epoch 110 - Batch 15,18.947535,26.363562,27.727924,83.83284
Epoch 110 - Batch 16,22.46745,31.755692,32.319553,98.11301
Epoch 110 - Batch 17,26.287825,28.69312,29.686655,95.99091
Epoch 110 - Batch 18,21.09881,28.265936,27.920261,89.943054
Epoch 110 - Batch 19,18.249657,28.373075,32.53984,93.209724
Epoch 110 - Batch 20,17.517025,25.718876,25.719448,85.27962
Epoch 110 - Batch 21,24.190254,32.996532,30.986076,98.83506
Epoch 110 - Batch 22,30.300665,39.351048,38.170067,120.44966
Epoch 110 - Batch 23,16.789476,23.290916,22.711197,74.36473
Epoch 110 - Batch 24,21.123077,32.691227,28.913153,94.45534
Epoch 110 - Batch 25,25.472023,38.201515,33.199516,109.509285
Epoch 110 - Batch 26,27.441906,38.281532,35.679127,114.19202
Epoch 110 - Batch 27,29.009174,33.080925,34.072533,107.97573
Epoch 110 - Batch 28,20.943531,28.590652,28.186365,89.407524
Epoch 111 - Batch 0,23.653366,33.928787,34.668007,104.46102
Epoch 111 - Batch 1,21.738873,32.681267,31.452198,98.57413
Epoch 111 - Batch 2,16.702166,21.049114,23.898355,73.69053
Epoch 111 - Batch 3,19.80123,32.55162,32.85551,99.72746
Epoch 111 - Batch 4,21.191715,28.128399,31.35999,94.908394
Epoch 111 - Batch 5,21.442984,23.646961,25.36253,82.60659
Epoch 111 - Batch 6,19.945148,26.838387,27.854437,87.602455
Epoch 111 - Batch 7,23.641903,31.23341,28.684715,99.14498
Epoch 111 - Batch 8,24.572899,36.878708,35.835487,110.80804
Epoch 111 - Batch 9,22.65743,28.830343,29.821121,93.877075
Epoch 111 - Batch 10,25.500715,33.808285,34.740257,107.90185
Epoch 111 - Batch 11,26.552284,35.634937,35.91251,110.77681
Epoch 111 - Batch 12,23.288067,33.69008,32.369774,102.412056
Epoch 111 - Batch 13,23.414108,35.625397,32.853973,105.73184
Epoch 111 - Batch 14,25.710289,37.081654,32.755405,107.2554
Epoch 111 - Batch 15,20.873735,29.864788,27.395575,91.07834
Epoch 111 - Batch 16,18.50673,30.010044,29.121906,89.64409
Epoch 111 - Batch 17,24.972935,29.963694,31.157455,98.25349
Epoch 111 - Batch 18,21.70028,27.098574,26.872112,88.47571
Epoch 111 - Batch 19,20.359009,28.649155,30.191011,93.49717
Epoch 111 - Batch 20,17.817974,28.352705,29.685349,91.21544
Epoch 111 - Batch 21,18.169971,24.856262,29.017536,86.562836
Epoch 111 - Batch 22,23.870687,32.87638,30.43318,97.9285
Epoch 111 - Batch 23,30.261677,37.389435,35.08415,113.92508
Epoch 111 - Batch 24,16.629637,22.670115,21.527872,72.04188
Epoch 111 - Batch 25,22.522797,30.454433,27.57478,91.76955
Epoch 111 - Batch 26,25.93786,35.568707,34.058094,106.784775
Epoch 111 - Batch 27,25.042263,36.933525,32.67658,108.12126
Epoch 111 - Batch 28,27.22789,35.063557,36.25392,112.332214
Epoch 112 - Batch 0,21.16546,27.892902,28.250402,89.08326
Epoch 112 - Batch 1,24.802858,30.604502,34.391365,103.25196
Epoch 112 - Batch 2,24.46259,33.416862,35.09047,106.814384
Epoch 112 - Batch 3,17.565086,21.766397,24.1723,76.4542
Epoch 112 - Batch 4,20.959993,30.426928,28.577309,93.80779
Epoch 112 - Batch 5,18.15037,29.05235,28.700247,90.90668
Epoch 112 - Batch 6,23.308964,23.591347,26.000828,84.10472
Epoch 112 - Batch 7,20.406853,28.415586,28.610699,89.409386
Epoch 112 - Batch 8,21.501944,31.409714,29.215628,96.066734
Epoch 112 - Batch 9,24.968155,32.821445,31.482605,101.416016
Epoch 112 - Batch 10,19.353748,28.499235,27.800968,88.52609
Epoch 112 - Batch 11,25.281208,32.325687,34.074257,105.64324
Epoch 112 - Batch 12,24.080246,32.24237,30.688461,99.451035
Epoch 112 - Batch 13,26.491768,36.78048,33.263668,110.158585
Epoch 112 - Batch 14,24.092365,33.268707,32.452637,105.0112
Epoch 112 - Batch 15,24.460648,33.15374,32.835163,103.9355
Epoch 112 - Batch 16,21.082767,33.723484,30.228987,97.66154
Epoch 112 - Batch 17,17.875654,25.989368,25.608807,81.05223
Epoch 112 - Batch 18,25.813612,30.063793,31.85422,100.025085
Epoch 112 - Batch 19,19.556381,29.043169,27.149826,88.20877
Epoch 112 - Batch 20,21.926437,27.632286,28.842098,91.25802
Epoch 112 - Batch 21,17.437592,27.003225,32.864548,92.89463
Epoch 112 - Batch 22,16.219578,25.840271,28.587072,86.832115
Epoch 112 - Batch 23,25.741703,30.280493,27.61642,96.09628
Epoch 112 - Batch 24,28.92632,38.728256,36.20661,116.146774
Epoch 112 - Batch 25,17.448347,21.706861,22.440102,73.31615
Epoch 112 - Batch 26,23.84042,29.88918,26.19949,92.38643
Epoch 112 - Batch 27,24.817856,35.907543,34.605297,107.58171
Epoch 112 - Batch 28,29.225164,35.321396,34.13039,110.496826
Epoch 113 - Batch 0,25.309092,34.041958,32.817642,104.52332
Epoch 113 - Batch 1,18.039068,30.10014,25.032349,84.88534
Epoch 113 - Batch 2,25.239399,30.935225,33.349037,104.045235
Epoch 113 - Batch 3,23.959274,33.791344,33.08947,104.130684
Epoch 113 - Batch 4,17.893684,21.995947,22.936663,75.79901
Epoch 113 - Batch 5,18.366386,30.773918,29.832314,92.89043
Epoch 113 - Batch 6,18.072136,26.89529,28.902164,89.28546
Epoch 113 - Batch 7,18.065594,21.971624,24.173386,76.8656
Epoch 113 - Batch 8,18.40991,27.420616,28.176573,86.547325
Epoch 113 - Batch 9,21.92009,32.39647,31.441889,99.82635
Epoch 113 - Batch 10,24.802858,31.075052,30.884615,100.11359
Epoch 113 - Batch 11,18.270443,29.351328,28.445839,88.63389
Epoch 113 - Batch 12,23.988922,33.261993,34.37845,104.550095
Epoch 113 - Batch 13,26.481731,33.21737,31.01753,103.437485
Epoch 113 - Batch 14,22.05088,32.83527,28.207947,96.73015
Epoch 113 - Batch 15,22.762115,30.866463,31.576633,97.90701
Epoch 113 - Batch 16,27.642735,31.500156,31.13446,103.21666
Epoch 113 - Batch 17,20.809368,28.735249,28.804287,91.40018
Epoch 113 - Batch 18,16.154129,27.052414,26.838417,82.10622
Epoch 113 - Batch 19,20.923521,27.993053,28.909912,89.52527
Epoch 113 - Batch 20,19.22226,28.567541,25.400288,84.971146
Epoch 113 - Batch 21,20.307648,28.06736,27.486553,88.20331
Epoch 113 - Batch 22,18.02773,25.87928,26.84373,86.66307
Epoch 113 - Batch 23,16.136154,23.113653,26.603237,81.465454
Epoch 113 - Batch 24,23.59229,30.914585,30.01196,95.712585
Epoch 113 - Batch 25,30.10666,37.053986,37.081383,118.51905
Epoch 113 - Batch 26,15.503785,23.594334,19.117752,70.24669
Epoch 113 - Batch 27,21.000452,31.195646,28.667616,92.62744
Epoch 113 - Batch 28,25.322983,33.720985,32.149975,103.15617
Epoch 114 - Batch 0,26.065247,34.074944,32.784935,106.46256
Epoch 114 - Batch 1,22.430462,31.311047,30.691906,97.82527
Epoch 114 - Batch 2,19.002262,27.66495,25.794285,84.448944
Epoch 114 - Batch 3,22.584152,30.790321,27.840523,95.733315
Epoch 114 - Batch 4,21.97297,31.205606,33.396374,99.35126
Epoch 114 - Batch 5,15.183302,21.105885,22.620735,71.6137
Epoch 114 - Batch 6,20.018751,27.418509,29.179201,90.65152
Epoch 114 - Batch 7,18.696903,25.455433,28.230522,86.19597
Epoch 114 - Batch 8,17.673405,23.457232,24.549685,79.83103
Epoch 114 - Batch 9,19.461838,28.705914,26.425945,88.4321
Epoch 114 - Batch 10,23.324482,30.477488,34.61863,103.18798
Epoch 114 - Batch 11,25.680279,32.48066,32.294033,104.26265
Epoch 114 - Batch 12,18.355865,27.876331,27.784338,87.553955
Epoch 114 - Batch 13,25.916271,33.723816,33.874847,106.948456
Epoch 114 - Batch 14,24.700386,32.279533,31.73217,100.48641
Epoch 114 - Batch 15,23.108337,33.137024,30.511879,99.223816
Epoch 114 - Batch 16,23.436611,31.95368,33.40984,101.136185
Epoch 114 - Batch 17,22.752447,32.976006,31.027725,99.06847
Epoch 114 - Batch 18,21.731031,30.639961,31.001429,96.30124
Epoch 114 - Batch 19,17.09317,26.85444,26.870617,82.52499
Epoch 114 - Batch 20,21.882702,28.719868,29.725859,92.18018
Epoch 114 - Batch 21,19.467802,28.062973,26.49775,86.580215
Epoch 114 - Batch 22,24.429276,27.995567,29.078941,96.45983
Epoch 114 - Batch 23,19.698154,25.399908,30.947948,91.292984
Epoch 114 - Batch 24,15.567296,24.25033,23.487011,79.813385
Epoch 114 - Batch 25,22.2048,28.374033,27.551401,89.431435
Epoch 114 - Batch 26,34.33398,36.453068,37.819168,120.688416
Epoch 114 - Batch 27,16.579159,22.469385,23.046495,73.507774
Epoch 114 - Batch 28,19.238014,27.860802,25.160824,83.472046
Epoch 115 - Batch 0,24.877977,35.541214,33.139275,105.314766
Epoch 115 - Batch 1,26.624594,32.46148,28.868925,102.681
Epoch 115 - Batch 2,23.593094,32.44532,27.818048,96.74946
Epoch 115 - Batch 3,19.135471,27.829855,21.95863,82.00362
Epoch 115 - Batch 4,23.557693,30.947823,29.808899,97.76976
Epoch 115 - Batch 5,22.435135,30.27545,32.18854,98.2897
Epoch 115 - Batch 6,15.27845,22.257687,24.169807,75.29821
Epoch 115 - Batch 7,19.182568,27.938139,26.683369,87.46308
Epoch 115 - Batch 8,17.878262,25.495258,29.000172,87.3494
Epoch 115 - Batch 9,20.641804,23.700062,27.085411,84.42857
Epoch 115 - Batch 10,18.665646,26.880205,27.709106,85.12355
Epoch 115 - Batch 11,20.405575,33.187943,32.99083,100.29323
Epoch 115 - Batch 12,26.734982,34.146194,35.315147,109.064896
Epoch 115 - Batch 13,21.192741,27.045221,29.686195,90.85944
Epoch 115 - Batch 14,23.367657,31.78836,32.159763,101.5789
Epoch 115 - Batch 15,24.286745,30.924086,30.52161,98.91301
Epoch 115 - Batch 16,21.127678,34.232906,30.85374,100.58995
Epoch 115 - Batch 17,22.789364,30.180798,30.11621,97.52972
Epoch 115 - Batch 18,22.000904,31.634518,29.753149,97.3406
Epoch 115 - Batch 19,19.922716,29.00129,29.7216,91.977585
Epoch 115 - Batch 20,16.151268,26.026783,25.70757,79.41313
Epoch 115 - Batch 21,21.22841,29.701136,28.983936,94.53371
Epoch 115 - Batch 22,18.674557,28.732645,24.525711,83.866646
Epoch 115 - Batch 23,19.449476,26.122093,26.825258,85.29133
Epoch 115 - Batch 24,19.446507,27.332836,33.871323,96.03908
Epoch 115 - Batch 25,14.188003,25.3787,26.488934,81.62512
Epoch 115 - Batch 26,23.253426,30.721392,28.26865,93.85602
Epoch 115 - Batch 27,30.344276,36.22619,36.22081,115.28212
Epoch 115 - Batch 28,16.161554,23.816265,22.392292,73.7972
Epoch 116 - Batch 0,18.085394,28.445107,20.570374,80.33589
Epoch 116 - Batch 1,24.056196,33.944828,31.759054,102.75056
Epoch 116 - Batch 2,27.76313,34.923813,33.300117,110.32673
Epoch 116 - Batch 3,22.493008,30.143372,30.501339,96.14114
Epoch 116 - Batch 4,19.458023,29.479353,27.611607,90.32616
Epoch 116 - Batch 5,22.1675,31.740664,34.79205,103.679
Epoch 116 - Batch 6,21.518019,28.1332,31.992857,94.75998
Epoch 116 - Batch 7,13.628841,20.648308,23.127405,70.24131
Epoch 116 - Batch 8,19.361172,29.024708,26.840977,89.70242
Epoch 116 - Batch 9,18.744358,28.778898,26.671734,89.7065
Epoch 116 - Batch 10,16.50789,20.653751,21.374485,71.573784
Epoch 116 - Batch 11,18.777613,28.161322,24.670292,85.05922
Epoch 116 - Batch 12,21.936737,28.825256,30.139038,95.90595
Epoch 116 - Batch 13,23.819515,32.13367,33.626076,102.01275
Epoch 116 - Batch 14,20.278704,27.404612,28.309992,88.23511
Epoch 116 - Batch 15,23.935797,31.350185,31.666933,102.03859
Epoch 116 - Batch 16,22.272707,30.84394,31.759686,97.9037
Epoch 116 - Batch 17,20.629707,31.322807,27.918587,93.77819
Epoch 116 - Batch 18,22.610102,28.577995,29.526371,94.8275
Epoch 116 - Batch 19,22.094147,28.875834,29.462118,93.01413
Epoch 116 - Batch 20,19.876236,29.52916,29.161697,91.71856
Epoch 116 - Batch 21,16.049925,24.250305,23.736267,76.026566
Epoch 116 - Batch 22,21.01555,28.050507,29.150665,90.43907
Epoch 116 - Batch 23,19.996754,28.017208,26.26155,86.14496
Epoch 116 - Batch 24,19.23813,26.700005,27.596375,88.035614
Epoch 116 - Batch 25,16.637978,23.731089,28.196178,84.11975
Epoch 116 - Batch 26,14.627142,22.903843,28.485657,82.04384
Epoch 116 - Batch 27,20.68902,28.657547,27.384598,88.42018
Epoch 116 - Batch 28,28.209824,38.661835,36.224934,116.545425
Epoch 117 - Batch 0,18.813055,22.612242,21.970203,74.733536
Epoch 117 - Batch 1,18.406403,26.775763,24.301933,81.89196
Epoch 117 - Batch 2,22.708569,34.408012,30.26369,100.42886
Epoch 117 - Batch 3,24.386127,33.332005,30.898733,103.28748
Epoch 117 - Batch 4,21.131447,28.18846,30.183102,93.37758
Epoch 117 - Batch 5,17.424282,25.123169,20.165245,76.608765
Epoch 117 - Batch 6,21.76111,27.971903,31.721567,96.073235
Epoch 117 - Batch 7,21.751005,29.3603,30.715666,95.02755
Epoch 117 - Batch 8,15.084843,21.190567,23.699997,73.45703
Epoch 117 - Batch 9,16.524502,25.951145,29.56728,87.578094
Epoch 117 - Batch 10,17.581173,26.360266,27.95579,87.02871
Epoch 117 - Batch 11,20.032196,20.666904,23.89912,76.87338
Epoch 117 - Batch 12,17.298912,26.797722,24.222958,81.867355
Epoch 117 - Batch 13,19.57642,32.34328,31.756712,98.61066
Epoch 117 - Batch 14,27.801773,31.746407,32.012604,105.558945
Epoch 117 - Batch 15,21.207607,24.003986,27.89685,86.606995
Epoch 117 - Batch 16,23.433575,33.49049,33.141903,105.04289
Epoch 117 - Batch 17,25.175034,29.52776,31.225214,101.02537
Epoch 117 - Batch 18,19.822054,31.821342,27.809864,93.89389
Epoch 117 - Batch 19,22.196846,29.737652,31.228775,98.154434
Epoch 117 - Batch 20,20.821701,32.692085,27.489437,94.594574
Epoch 117 - Batch 21,17.789406,26.243889,27.323671,84.777466
Epoch 117 - Batch 22,16.819744,24.230558,26.285545,79.23865
Epoch 117 - Batch 23,19.268501,26.136276,25.727848,83.03743
Epoch 117 - Batch 24,16.019377,28.751472,23.377113,81.444725
Epoch 117 - Batch 25,19.550335,26.072567,26.401283,85.63882
Epoch 117 - Batch 26,16.51866,26.014908,30.311817,89.20914
Epoch 117 - Batch 27,15.470348,21.321121,28.432568,80.93237
Epoch 117 - Batch 28,22.491512,31.79656,29.394962,95.67882
Epoch 118 - Batch 0,26.883572,36.417763,34.53329,111.62656
Epoch 118 - Batch 1,15.288208,21.500801,20.347448,68.47124
Epoch 118 - Batch 2,19.438824,27.999542,25.398167,84.999344
Epoch 118 - Batch 3,22.775326,33.192352,30.42702,99.52693
Epoch 118 - Batch 4,25.116112,32.88914,31.87944,102.70194
Epoch 118 - Batch 5,23.064415,30.753265,32.285484,99.351524
Epoch 118 - Batch 6,16.146664,27.598873,23.985249,79.70184
Epoch 118 - Batch 7,21.460768,29.486284,33.47944,99.28308
Epoch 118 - Batch 8,21.572632,30.354982,33.739616,100.166214
Epoch 118 - Batch 9,14.789596,18.198608,21.590183,69.357155
Epoch 118 - Batch 10,17.461641,26.337296,28.029528,88.02875
Epoch 118 - Batch 11,17.469038,28.059977,29.693216,89.921036
Epoch 118 - Batch 12,18.424007,21.007648,23.404278,75.413574
Epoch 118 - Batch 13,19.13898,27.010101,26.012571,85.62347
Epoch 118 - Batch 14,21.256487,33.587597,34.432343,103.3894
Epoch 118 - Batch 15,22.260939,29.163935,29.40425,93.36261
Epoch 118 - Batch 16,17.524693,25.876053,28.097317,84.34891
Epoch 118 - Batch 17,21.682594,29.169474,30.218689,95.549286
Epoch 118 - Batch 18,20.95499,30.530994,25.97103,91.61823
Epoch 118 - Batch 19,23.066055,29.04242,30.112293,95.597534
Epoch 118 - Batch 20,20.71486,29.07048,30.329603,93.41108
Epoch 118 - Batch 21,20.536953,31.527153,30.128555,94.70522
Epoch 118 - Batch 22,20.11502,27.7286,26.820807,88.612206
Epoch 118 - Batch 23,14.727964,25.021687,24.348866,77.106064
Epoch 118 - Batch 24,23.18034,27.07968,28.36367,91.891396
Epoch 118 - Batch 25,16.216352,26.039106,20.808994,76.32364
Epoch 118 - Batch 26,17.468184,29.430893,27.81937,89.26694
Epoch 118 - Batch 27,14.823906,22.650452,30.176733,83.84478
Epoch 118 - Batch 28,14.002786,21.546932,22.038048,74.28029
Epoch 119 - Batch 0,20.71851,27.74048,24.322899,84.56498
Epoch 119 - Batch 1,29.70407,36.683983,36.987793,116.231445
Epoch 119 - Batch 2,13.931,21.518032,21.762829,69.02469
Epoch 119 - Batch 3,19.882278,26.20222,24.326128,82.08541
Epoch 119 - Batch 4,22.15952,29.1922,26.15961,91.35057
Epoch 119 - Batch 5,22.998627,29.69988,29.89943,96.05476
Epoch 119 - Batch 6,22.303871,29.408176,30.8394,95.83288
Epoch 119 - Batch 7,17.436138,24.670725,25.193668,79.451744
Epoch 119 - Batch 8,23.764357,26.666245,32.476547,98.72028
Epoch 119 - Batch 9,18.600908,27.500963,30.561422,90.56536
Epoch 119 - Batch 10,14.3337555,18.296505,20.544209,66.62596
Epoch 119 - Batch 11,17.260511,26.009497,28.863846,87.824844
Epoch 119 - Batch 12,17.733524,23.43006,27.859737,83.74922
Epoch 119 - Batch 13,19.371216,21.139662,22.93969,75.814255
Epoch 119 - Batch 14,15.918784,26.510849,26.527624,83.02949
Epoch 119 - Batch 15,21.195217,28.715607,33.287865,98.90601
Epoch 119 - Batch 16,21.318087,27.0408,30.373766,91.85536
Epoch 119 - Batch 17,17.170456,23.975864,27.751144,81.47064
Epoch 119 - Batch 18,21.556988,27.915852,31.238213,94.43776
Epoch 119 - Batch 19,22.673111,30.39746,28.351414,94.78842
Epoch 119 - Batch 20,20.748753,29.050734,28.828394,92.58056
Epoch 119 - Batch 21,20.277721,28.638435,30.47937,94.6277
Epoch 119 - Batch 22,24.15462,30.18141,29.310938,96.90426
Epoch 119 - Batch 23,19.566748,28.483547,26.890743,88.17374
Epoch 119 - Batch 24,16.963997,21.62791,24.002396,75.01625
Epoch 119 - Batch 25,19.90509,26.667542,25.214893,84.732925
Epoch 119 - Batch 26,19.045994,25.244081,23.222168,79.89582
Epoch 119 - Batch 27,17.545313,23.050955,24.70874,79.394135
Epoch 119 - Batch 28,15.432735,23.413572,29.864496,86.49251
Epoch 120 - Batch 0,14.608115,21.209515,26.082912,78.25545
Epoch 120 - Batch 1,24.21453,26.491749,28.447273,91.11629
Epoch 120 - Batch 2,34.159325,33.70594,38.08357,119.31743
Epoch 120 - Batch 3,13.466379,21.629456,19.40345,67.66156
Epoch 120 - Batch 4,18.923183,29.349934,25.159594,86.66225
Epoch 120 - Batch 5,24.152622,33.717857,32.254784,104.06292
Epoch 120 - Batch 6,23.313904,31.073324,31.48117,100.694214
Epoch 120 - Batch 7,26.075558,29.291119,31.657356,100.50797
Epoch 120 - Batch 8,20.43235,27.87406,28.257288,90.43908
Epoch 120 - Batch 9,20.397915,28.57301,30.64422,92.59436
Epoch 120 - Batch 10,21.519863,27.926592,30.220785,93.954895
Epoch 120 - Batch 11,12.50855,17.706072,20.965837,65.00668
Epoch 120 - Batch 12,17.430962,24.828655,27.207996,85.01978
Epoch 120 - Batch 13,16.46207,25.535507,26.139805,85.58214
Epoch 120 - Batch 14,19.754974,20.494646,23.18949,77.98861
Epoch 120 - Batch 15,18.29509,25.1737,27.513813,85.54139
Epoch 120 - Batch 16,19.80429,28.452816,27.12983,92.67517
Epoch 120 - Batch 17,22.380636,27.88292,31.007206,96.57999
