Epoch - Batch,Loss student 0,Loss student 1,Ensemble loss,Multiloss value
Epoch 35 - Batch 14,67.35896,70.37764,69.79974,216.53867
Epoch 35 - Batch 15,65.28612,67.387505,67.57387,207.68228
Epoch 35 - Batch 16,61.883904,63.315228,63.057064,195.72351
Epoch 35 - Batch 17,61.778255,63.844143,63.87002,198.51437
Epoch 35 - Batch 18,67.784485,69.06121,68.54843,213.10863
Epoch 35 - Batch 19,57.947792,59.313118,59.08093,183.71788
Epoch 35 - Batch 20,66.25488,68.92653,68.228,212.0956
Epoch 35 - Batch 21,73.10927,75.44384,74.52975,229.42358
Epoch 35 - Batch 22,77.791756,80.1608,80.301315,247.88866
Epoch 35 - Batch 23,65.386955,67.754425,66.697754,210.14334
Epoch 35 - Batch 24,72.26999,74.409134,74.2321,227.59578
Epoch 35 - Batch 25,67.742676,71.842125,69.81676,217.50717
Epoch 35 - Batch 26,72.02734,74.50122,74.30254,229.99124
Epoch 35 - Batch 27,70.43034,75.34698,73.67056,226.30614
Epoch 35 - Batch 28,71.587,73.442245,72.7147,223.80841
Epoch 36 - Batch 0,68.53844,70.33731,69.73265,214.535
Epoch 36 - Batch 1,62.712414,65.75874,64.785416,199.21687
Epoch 36 - Batch 2,66.30864,69.94896,69.115715,212.16519
Epoch 36 - Batch 3,63.102516,66.39227,65.15794,201.35732
Epoch 36 - Batch 4,67.80652,70.33324,70.46184,215.98314
Epoch 36 - Batch 5,69.77226,75.17366,73.558426,223.51239
Epoch 36 - Batch 6,67.46783,72.70414,70.98888,217.5584
Epoch 36 - Batch 7,66.37582,69.56716,68.51689,210.30801
Epoch 36 - Batch 8,70.20509,72.56755,72.024796,221.32797
Epoch 36 - Batch 9,56.904854,59.152725,58.533394,183.60172
Epoch 36 - Batch 10,63.263725,65.52964,64.46169,199.57855
Epoch 36 - Batch 11,67.33725,69.97022,69.19058,211.77673
Epoch 36 - Batch 12,72.84121,76.927185,76.122406,233.50958
Epoch 36 - Batch 13,69.67345,72.351425,70.76326,218.32573
Epoch 36 - Batch 14,62.433002,65.981,65.11571,199.35605
Epoch 36 - Batch 15,66.193405,70.89982,69.468445,213.48831
Epoch 36 - Batch 16,65.678604,66.9809,67.29947,206.11441
Epoch 36 - Batch 17,60.31637,63.20299,61.989532,191.98587
Epoch 36 - Batch 18,63.138752,63.8586,64.48195,200.03654
Epoch 36 - Batch 19,67.81265,69.60252,68.89763,214.84807
Epoch 36 - Batch 20,57.74595,58.188362,58.746597,184.25957
Epoch 36 - Batch 21,64.479065,68.07446,67.61598,208.78505
Epoch 36 - Batch 22,71.36079,75.90166,73.79154,228.59116
Epoch 36 - Batch 23,76.36821,80.410446,79.528564,243.889
Epoch 36 - Batch 24,64.27971,67.37444,66.25212,205.42686
Epoch 36 - Batch 25,70.66083,74.02219,73.32863,224.29967
Epoch 36 - Batch 26,69.06105,71.97867,69.87639,216.72878
Epoch 36 - Batch 27,71.318245,74.16142,73.12202,226.90433
Epoch 36 - Batch 28,69.425255,75.254616,74.50096,228.95824
Epoch 37 - Batch 0,71.20524,73.7944,72.12946,225.28772
Epoch 37 - Batch 1,67.19888,70.346664,69.35634,213.6151
Epoch 37 - Batch 2,61.879734,65.02231,63.604897,198.07498
Epoch 37 - Batch 3,66.99909,71.31395,69.237335,215.45276
Epoch 37 - Batch 4,62.52616,65.31511,65.17851,200.11433
Epoch 37 - Batch 5,66.29646,69.8966,68.969696,212.11807
Epoch 37 - Batch 6,68.75772,75.40771,74.015755,223.51877
Epoch 37 - Batch 7,65.24029,71.20734,69.95471,213.45334
Epoch 37 - Batch 8,66.994736,69.87822,69.16025,214.93039
Epoch 37 - Batch 9,68.889305,71.81523,69.56415,218.93237
Epoch 37 - Batch 10,56.11329,58.878643,57.758217,179.87479
Epoch 37 - Batch 11,62.138336,65.46607,63.966827,199.13379
Epoch 37 - Batch 12,67.78665,69.084175,68.57863,213.65756
Epoch 37 - Batch 13,72.14366,76.792114,76.119,230.46239
Epoch 37 - Batch 14,69.520645,72.09796,71.0869,221.08078
Epoch 37 - Batch 15,62.6165,66.2481,65.52423,202.12723
Epoch 37 - Batch 16,66.34702,69.26699,68.512146,211.9222
Epoch 37 - Batch 17,64.7179,67.68381,67.140976,207.05786
Epoch 37 - Batch 18,59.75511,63.072304,62.222466,193.17514
Epoch 37 - Batch 19,61.761253,63.33348,63.6523,195.68736
Epoch 37 - Batch 20,66.14308,69.26885,67.79755,211.43591
Epoch 37 - Batch 21,55.477684,57.305603,57.241642,178.21611
Epoch 37 - Batch 22,65.47075,67.834915,67.312,206.697
Epoch 37 - Batch 23,71.8522,74.90428,73.63306,227.01999
Epoch 37 - Batch 24,75.64046,79.4419,79.02629,242.36906
Epoch 37 - Batch 25,65.39108,66.20707,66.23757,206.20923
Epoch 37 - Batch 26,70.69367,72.57175,72.45825,221.22864
Epoch 37 - Batch 27,68.08896,72.22081,69.67989,215.81091
Epoch 37 - Batch 28,71.12113,73.195175,72.237465,224.10315
Epoch 38 - Batch 0,69.775406,74.13199,72.80804,223.80688
Epoch 38 - Batch 1,70.010216,72.73812,71.52469,223.26068
Epoch 38 - Batch 2,69.71151,69.25184,69.47894,222.49998
Epoch 38 - Batch 3,60.56924,65.20985,64.345894,201.73834
Epoch 38 - Batch 4,67.28047,68.82148,68.64065,213.6623
Epoch 38 - Batch 5,61.99847,65.7069,64.67973,200.26204
Epoch 38 - Batch 6,66.903564,68.57712,68.542404,213.49428
Epoch 38 - Batch 7,70.79641,74.640945,73.21342,228.00192
Epoch 38 - Batch 8,66.303085,70.941925,69.991554,218.11179
Epoch 38 - Batch 9,67.50143,69.46281,68.92665,212.8053
Epoch 38 - Batch 10,69.20009,73.417175,72.31456,222.56908
Epoch 38 - Batch 11,56.228443,57.53813,57.458984,179.27646
Epoch 38 - Batch 12,61.619427,65.65919,64.51312,199.97147
Epoch 38 - Batch 13,67.25196,69.76178,69.38861,214.52667
Epoch 38 - Batch 14,71.02878,74.64062,74.90564,227.95798
Epoch 38 - Batch 15,68.74225,72.37988,70.37952,218.81091
Epoch 38 - Batch 16,62.023403,65.27628,64.75546,197.77454
Epoch 38 - Batch 17,66.0377,69.21742,67.573395,211.34344
Epoch 38 - Batch 18,64.41608,67.20253,66.95111,204.94075
Epoch 38 - Batch 19,60.587414,63.18201,62.755646,194.69858
Epoch 38 - Batch 20,62.230198,62.96636,63.47606,195.90747
Epoch 38 - Batch 21,66.16597,67.807304,67.14209,208.40866
Epoch 38 - Batch 22,56.698692,58.025864,58.154663,179.59476
Epoch 38 - Batch 23,64.6481,67.64665,66.682594,207.53192
Epoch 38 - Batch 24,72.92364,74.964905,74.971436,229.02608
Epoch 38 - Batch 25,75.15196,79.50899,78.68097,239.75806
Epoch 38 - Batch 26,64.47255,64.58229,64.585236,201.76279
Epoch 38 - Batch 27,70.494125,72.86666,71.267105,222.16988
Epoch 38 - Batch 28,67.57998,71.30209,68.885216,214.06375
Epoch 39 - Batch 0,70.43359,72.821915,71.47275,222.15663
Epoch 39 - Batch 1,68.91547,73.985596,73.337494,227.25034
Epoch 39 - Batch 2,70.98548,71.41261,71.78343,221.73369
Epoch 39 - Batch 3,67.57228,71.33205,69.338974,217.1735
Epoch 39 - Batch 4,61.084282,64.2421,64.0199,201.111
Epoch 39 - Batch 5,66.740135,69.202805,68.20186,212.9579
Epoch 39 - Batch 6,62.81431,64.72026,64.65404,201.96858
Epoch 39 - Batch 7,65.79599,69.85833,69.61368,216.98892
Epoch 39 - Batch 8,68.36561,74.31829,73.41795,225.76443
Epoch 39 - Batch 9,65.56307,71.87775,69.42616,216.58504
Epoch 39 - Batch 10,67.17854,69.766754,68.91228,217.92188
Epoch 39 - Batch 11,70.21553,72.23488,72.34821,225.40106
Epoch 39 - Batch 12,55.39531,58.293262,57.611065,180.67317
Epoch 39 - Batch 13,61.497593,65.051895,62.89512,196.37634
Epoch 39 - Batch 14,66.08708,69.94021,67.99938,212.5904
Epoch 39 - Batch 15,71.312546,75.54195,75.50101,229.16753
Epoch 39 - Batch 16,68.00397,72.18768,70.59152,218.24614
Epoch 39 - Batch 17,62.49874,65.62757,65.33568,199.54065
Epoch 39 - Batch 18,65.632614,68.585655,67.6191,210.73645
Epoch 39 - Batch 19,63.31224,66.4568,65.547485,200.77138
Epoch 39 - Batch 20,59.23445,62.600513,61.79879,189.48029
Epoch 39 - Batch 21,60.662792,63.3567,63.426285,195.4368
Epoch 39 - Batch 22,68.17336,69.55359,68.98284,214.51758
Epoch 39 - Batch 23,54.96339,57.30001,56.237133,177.2183
Epoch 39 - Batch 24,64.470726,68.15696,66.35025,206.50737
Epoch 39 - Batch 25,69.68343,74.14711,73.024704,224.58504
Epoch 39 - Batch 26,74.605896,79.11719,78.357315,239.91321
Epoch 39 - Batch 27,63.0571,65.823456,64.03917,201.37051
Epoch 39 - Batch 28,69.905045,72.044655,71.58468,220.07947
Epoch 40 - Batch 0,67.25779,70.898094,69.02781,213.93097
Epoch 40 - Batch 1,69.87111,73.04434,71.26709,221.4753
Epoch 40 - Batch 2,68.98285,74.486984,73.3184,223.922
Epoch 40 - Batch 3,68.646454,72.28631,70.942696,218.60693
Epoch 40 - Batch 4,65.41786,69.65109,68.38036,209.47375
Epoch 40 - Batch 5,60.947163,64.48903,62.850143,196.02386
Epoch 40 - Batch 6,64.62648,68.83934,67.06729,209.28156
Epoch 40 - Batch 7,62.63939,65.4538,64.83205,201.08603
Epoch 40 - Batch 8,66.58481,68.79199,68.63882,212.35504
Epoch 40 - Batch 9,66.92555,73.17627,70.93683,216.40723
Epoch 40 - Batch 10,64.32234,70.88597,69.38518,213.20879
Epoch 40 - Batch 11,67.81867,69.32746,68.4339,213.96423
Epoch 40 - Batch 12,68.01217,72.122406,71.10554,218.3446
Epoch 40 - Batch 13,54.901367,58.782738,57.97431,179.16104
Epoch 40 - Batch 14,62.572342,63.826515,62.898357,195.66122
Epoch 40 - Batch 15,64.74942,68.45972,67.49025,206.26042
Epoch 40 - Batch 16,70.72211,75.622444,75.01622,227.44548
Epoch 40 - Batch 17,66.83802,72.53871,71.11998,218.89867
Epoch 40 - Batch 18,61.398026,65.899574,64.25801,201.14497
Epoch 40 - Batch 19,65.39273,69.170166,66.99798,214.33899
Epoch 40 - Batch 20,64.416374,66.283485,66.11361,203.29965
Epoch 40 - Batch 21,59.21573,62.432236,61.699234,189.17676
Epoch 40 - Batch 22,61.480583,63.397575,63.316658,194.90613
Epoch 40 - Batch 23,64.80676,68.134605,67.39884,206.38159
Epoch 40 - Batch 24,54.504448,58.681286,56.702885,177.41997
Epoch 40 - Batch 25,62.059635,66.9565,65.50445,201.51892
Epoch 40 - Batch 26,69.9956,73.94794,71.70274,222.4875
Epoch 40 - Batch 27,74.71673,77.72378,77.00848,237.00998
Epoch 40 - Batch 28,62.76184,66.04313,64.660385,200.50706
Epoch 41 - Batch 0,69.51284,71.76925,71.537094,219.52513
Epoch 41 - Batch 1,66.44119,71.34542,68.63907,213.42413
Epoch 41 - Batch 2,68.71886,71.989784,71.15491,219.73758
Epoch 41 - Batch 3,66.59162,72.11254,70.7134,217.27283
Epoch 41 - Batch 4,69.62268,72.18097,71.33344,219.49246
Epoch 41 - Batch 5,66.62849,68.40435,68.68976,209.54736
Epoch 41 - Batch 6,59.939236,65.17771,62.40947,198.13982
Epoch 41 - Batch 7,64.90265,67.96286,67.00185,207.27509
Epoch 41 - Batch 8,61.71714,65.35683,64.133705,197.20627
Epoch 41 - Batch 9,65.03317,69.40055,68.80128,210.75491
Epoch 41 - Batch 10,66.987915,72.46045,71.53117,215.6335
Epoch 41 - Batch 11,63.905308,70.507996,68.30438,210.0268
Epoch 41 - Batch 12,64.92526,69.16819,67.61919,209.88954
Epoch 41 - Batch 13,67.29539,71.932945,70.530396,216.8502
Epoch 41 - Batch 14,53.669548,57.077644,55.608875,173.5447
Epoch 41 - Batch 15,61.526352,64.21854,63.07839,196.63437
Epoch 41 - Batch 16,65.71919,68.40152,68.230415,211.25067
Epoch 41 - Batch 17,69.26547,74.134,73.58711,224.27583
Epoch 41 - Batch 18,66.839966,70.70771,68.98625,214.06062
Epoch 41 - Batch 19,60.56627,64.66093,63.813797,196.26399
Epoch 41 - Batch 20,63.90204,68.1789,67.956635,206.71332
Epoch 41 - Batch 21,63.55744,66.036934,66.01459,201.20772
Epoch 41 - Batch 22,58.143105,61.510086,61.579506,189.53497
Epoch 41 - Batch 23,60.59086,62.883842,63.31979,194.60468
Epoch 41 - Batch 24,64.765945,67.58398,66.74509,207.8154
Epoch 41 - Batch 25,55.493362,57.254555,56.826817,177.10204
Epoch 41 - Batch 26,63.009617,66.2567,65.47727,201.78201
Epoch 41 - Batch 27,68.33841,74.23299,72.212845,222.50996
Epoch 41 - Batch 28,73.65637,79.11325,78.3431,238.9382
Epoch 42 - Batch 0,61.623623,65.032486,64.34978,200.07185
Epoch 42 - Batch 1,68.61033,72.118774,71.57344,220.77519
Epoch 42 - Batch 2,65.809494,69.401245,67.60803,211.69296
Epoch 42 - Batch 3,67.705734,73.12425,70.24022,220.5585
Epoch 42 - Batch 4,68.0872,72.9133,72.1624,223.81049
Epoch 42 - Batch 5,69.04153,72.32499,70.46542,220.92218
Epoch 42 - Batch 6,64.68763,69.516106,67.4577,209.94553
Epoch 42 - Batch 7,58.923172,63.68803,62.41442,192.37344
Epoch 42 - Batch 8,64.75293,67.958565,66.96409,206.1518
Epoch 42 - Batch 9,61.40764,65.91281,64.968155,198.8984
Epoch 42 - Batch 10,64.64882,69.86542,66.49776,208.79848
Epoch 42 - Batch 11,66.73874,72.898544,71.758675,218.38864
Epoch 42 - Batch 12,63.34991,70.87152,69.21535,210.72108
Epoch 42 - Batch 13,65.761734,69.95004,67.31894,210.15134
Epoch 42 - Batch 14,66.67453,71.956665,69.22749,215.86653
Epoch 42 - Batch 15,55.13532,57.90152,57.165947,182.53226
Epoch 42 - Batch 16,60.642307,64.58493,63.433456,197.66698
Epoch 42 - Batch 17,66.258484,68.08664,67.670944,210.21584
Epoch 42 - Batch 18,68.85621,76.16852,74.55724,227.41388
Epoch 42 - Batch 19,66.89566,70.83593,69.49437,215.23112
Epoch 42 - Batch 20,60.17074,65.06138,63.389523,196.0002
Epoch 42 - Batch 21,62.73201,68.998,65.66382,204.53307
Epoch 42 - Batch 22,63.31934,66.89876,65.67813,203.0469
Epoch 42 - Batch 23,58.00155,62.168205,60.947483,186.6499
Epoch 42 - Batch 24,60.01082,62.35859,62.54872,192.26997
Epoch 42 - Batch 25,64.99818,67.38502,66.42746,206.97939
Epoch 42 - Batch 26,54.624207,56.28952,55.70817,175.30446
Epoch 42 - Batch 27,61.60972,65.73697,63.459606,199.34308
Epoch 42 - Batch 28,69.2086,74.55972,71.663635,221.87204
Epoch 43 - Batch 0,74.683,77.25365,76.763824,237.11978
Epoch 43 - Batch 1,61.375626,64.76838,62.65245,196.02353
Epoch 43 - Batch 2,67.943115,71.67621,71.13249,217.81915
Epoch 43 - Batch 3,65.83177,70.38328,68.50697,210.50764
Epoch 43 - Batch 4,67.21396,70.611885,68.48378,213.60756
Epoch 43 - Batch 5,66.288086,71.97913,70.11621,216.57278
Epoch 43 - Batch 6,67.50476,72.33247,69.99145,216.31583
Epoch 43 - Batch 7,66.70076,70.60211,69.8132,214.77704
Epoch 43 - Batch 8,58.91194,63.871696,61.87942,191.62599
Epoch 43 - Batch 9,64.788956,67.58984,66.99823,208.14594
Epoch 43 - Batch 10,59.988613,63.56391,63.257523,193.39769
Epoch 43 - Batch 11,66.14342,69.16681,68.811874,210.58424
Epoch 43 - Batch 12,64.255165,72.406975,68.322464,211.73659
Epoch 43 - Batch 13,63.55748,70.10774,68.94115,209.12535
Epoch 43 - Batch 14,63.58872,68.21573,65.40288,205.35796
Epoch 43 - Batch 15,67.84431,71.625305,70.19455,219.34805
Epoch 43 - Batch 16,54.136284,56.285236,55.66027,175.78117
Epoch 43 - Batch 17,61.11799,64.254364,62.883392,199.64238
Epoch 43 - Batch 18,64.9615,67.842926,66.9268,210.65575
Epoch 43 - Batch 19,69.17803,75.78952,74.592316,230.47235
Epoch 43 - Batch 20,65.69551,72.070404,69.66824,219.08232
Epoch 43 - Batch 21,59.92736,65.086365,64.1873,197.27489
Epoch 43 - Batch 22,64.010216,68.368935,65.987045,206.38998
Epoch 43 - Batch 23,62.064762,67.47961,65.34946,203.28754
Epoch 43 - Batch 24,56.616993,61.822224,60.3009,187.06659
Epoch 43 - Batch 25,59.44031,63.144325,62.41897,191.67715
Epoch 43 - Batch 26,64.890015,66.27019,65.93734,205.0881
Epoch 43 - Batch 27,54.906708,56.112972,56.514427,175.6187
Epoch 43 - Batch 28,63.06247,67.52152,65.43584,205.00998
Epoch 44 - Batch 0,67.030136,74.11104,71.722,220.09433
Epoch 44 - Batch 1,71.607285,78.2488,76.778175,234.63687
Epoch 44 - Batch 2,61.161026,65.39132,63.71398,199.14935
Epoch 44 - Batch 3,68.57548,73.01508,71.44444,221.77318
Epoch 44 - Batch 4,65.85651,69.464264,67.09619,209.55516
Epoch 44 - Batch 5,67.60541,71.19804,70.312454,218.27089
Epoch 44 - Batch 6,67.17987,72.338356,71.16972,217.73643
Epoch 44 - Batch 7,69.24718,71.168625,70.13742,217.80675
Epoch 44 - Batch 8,63.062286,68.737305,66.238144,203.36545
Epoch 44 - Batch 9,59.38944,64.10667,62.43163,193.91295
Epoch 44 - Batch 10,62.835194,68.117615,65.5758,205.05167
Epoch 44 - Batch 11,60.531227,63.568905,63.277977,195.41089
Epoch 44 - Batch 12,63.091995,68.091415,67.10325,203.45584
Epoch 44 - Batch 13,64.11961,71.88234,70.80201,213.49994
Epoch 44 - Batch 14,61.15836,68.71161,67.5336,203.68016
Epoch 44 - Batch 15,63.587288,66.82535,66.336525,202.78217
Epoch 44 - Batch 16,65.81235,72.30715,68.47253,214.50302
Epoch 44 - Batch 17,54.415726,56.6186,56.132042,174.99677
Epoch 44 - Batch 18,59.594833,65.301254,60.676773,193.92734
Epoch 44 - Batch 19,66.13371,67.89638,67.80891,209.67676
Epoch 44 - Batch 20,69.51781,73.579544,74.076775,225.33298
Epoch 44 - Batch 21,66.546265,69.475845,67.50276,211.46306
Epoch 44 - Batch 22,60.445988,64.42093,63.151558,196.38382
Epoch 44 - Batch 23,62.445107,67.77704,65.40013,203.45702
Epoch 44 - Batch 24,61.613075,65.83355,64.35995,199.3274
Epoch 44 - Batch 25,56.313194,61.623512,61.06894,187.12386
Epoch 44 - Batch 26,59.727753,62.75608,62.235306,192.83434
Epoch 44 - Batch 27,63.083096,67.82176,66.09776,206.67357
Epoch 44 - Batch 28,53.456593,55.152805,55.820435,173.41913
Epoch 45 - Batch 0,61.865505,64.94636,64.333664,198.41585
Epoch 45 - Batch 1,66.92212,72.70655,71.73067,220.18991
Epoch 45 - Batch 2,72.1775,77.5063,75.2385,230.97061
Epoch 45 - Batch 3,60.66507,64.16778,61.863758,192.91487
Epoch 45 - Batch 4,65.5769,70.95014,69.746086,214.11798
Epoch 45 - Batch 5,65.7318,69.40335,67.4449,210.40605
Epoch 45 - Batch 6,68.22146,71.34967,70.676704,218.77292
Epoch 45 - Batch 7,66.81847,72.4927,69.46156,216.88464
Epoch 45 - Batch 8,67.58479,70.96587,70.048,218.05222
Epoch 45 - Batch 9,63.905987,67.204025,66.304436,207.48358
Epoch 45 - Batch 10,59.398647,63.33003,62.02945,193.98068
Epoch 45 - Batch 11,63.203014,67.07869,64.156906,203.8205
Epoch 45 - Batch 12,59.600754,63.704365,62.504837,193.89958
Epoch 45 - Batch 13,63.363983,67.15748,65.90329,203.63185
Epoch 45 - Batch 14,64.758896,71.47933,68.88954,212.19878
Epoch 45 - Batch 15,61.19785,68.52745,66.08908,203.4853
Epoch 45 - Batch 16,63.068295,68.97621,66.16175,207.0542
Epoch 45 - Batch 17,67.257675,70.26582,69.04343,213.7588
Epoch 45 - Batch 18,54.22126,56.377647,54.99177,173.36296
Epoch 45 - Batch 19,59.692757,64.59509,61.975502,193.91196
Epoch 45 - Batch 20,64.00745,67.69075,65.63312,205.12946
Epoch 45 - Batch 21,68.69841,73.69096,73.06566,223.78355
Epoch 45 - Batch 22,66.536575,69.869736,68.58811,212.95862
Epoch 45 - Batch 23,59.743736,64.52892,63.410492,201.3081
Epoch 45 - Batch 24,62.186367,67.553085,66.1951,206.9942
Epoch 45 - Batch 25,61.202904,66.34397,64.313354,205.29489
Epoch 45 - Batch 26,54.90728,59.926033,59.17885,184.78831
Epoch 45 - Batch 27,58.174866,61.35029,61.51818,192.35327
Epoch 45 - Batch 28,62.2622,65.277374,63.72296,200.60358
Epoch 46 - Batch 0,52.43733,55.151085,54.552567,169.6427
Epoch 46 - Batch 1,59.384388,65.006454,63.635605,197.32289
Epoch 46 - Batch 2,67.24817,72.0611,69.93773,215.1523
Epoch 46 - Batch 3,71.4533,76.3411,74.85445,232.30937
Epoch 46 - Batch 4,59.79986,63.461082,61.562305,192.36197
Epoch 46 - Batch 5,66.13692,70.292114,68.591606,213.57864
Epoch 46 - Batch 6,64.24868,68.29856,65.564285,205.22905
Epoch 46 - Batch 7,66.989296,69.89282,68.213,211.34637
Epoch 46 - Batch 8,65.86985,72.311646,68.57479,212.94693
Epoch 46 - Batch 9,66.8224,70.8853,68.88749,214.07486
Epoch 46 - Batch 10,62.074345,67.69386,65.07586,202.48029
Epoch 46 - Batch 11,57.34558,63.497696,60.60935,190.31267
Epoch 46 - Batch 12,62.65559,66.25437,64.3412,200.68481
Epoch 46 - Batch 13,59.594666,63.03299,62.999935,191.32814
Epoch 46 - Batch 14,62.979813,67.69446,66.8672,204.76802
Epoch 46 - Batch 15,63.905067,72.42992,70.18476,212.32965
Epoch 46 - Batch 16,59.91543,69.16852,67.28866,202.16296
Epoch 46 - Batch 17,63.217426,67.44232,65.31626,204.33621
Epoch 46 - Batch 18,64.2785,69.391815,66.16986,208.03317
Epoch 46 - Batch 19,52.095654,55.262066,53.58755,168.96193
Epoch 46 - Batch 20,58.798935,65.07219,61.021004,196.41922
Epoch 46 - Batch 21,63.2303,66.77425,64.479355,204.90321
Epoch 46 - Batch 22,67.292755,73.12023,72.25563,219.79079
Epoch 46 - Batch 23,64.66387,70.20369,68.03915,210.98917
Epoch 46 - Batch 24,58.875008,64.74353,62.49533,193.6544
Epoch 46 - Batch 25,61.317112,67.276665,65.91018,202.74582
Epoch 46 - Batch 26,61.8062,64.0602,64.67961,198.29373
Epoch 46 - Batch 27,55.13169,60.85246,57.75994,180.78561
Epoch 46 - Batch 28,58.7855,62.217342,62.210365,191.75256
Epoch 47 - Batch 0,61.70071,66.19671,63.780922,200.63538
Epoch 47 - Batch 1,51.916237,54.763153,53.70964,167.55392
Epoch 47 - Batch 2,59.3386,63.844223,61.07705,191.2507
Epoch 47 - Batch 3,65.61586,72.5721,69.96196,216.48524
Epoch 47 - Batch 4,71.1372,75.142136,74.90485,229.28342
Epoch 47 - Batch 5,59.46807,63.596558,61.968433,191.91248
Epoch 47 - Batch 6,64.474976,70.42901,68.26246,209.33374
Epoch 47 - Batch 7,63.71843,67.568954,65.344795,203.00696
Epoch 47 - Batch 8,64.85921,69.68833,68.116165,210.06403
Epoch 47 - Batch 9,65.123726,72.29741,67.30859,212.8422
Epoch 47 - Batch 10,67.39007,69.76187,68.75537,214.52124
Epoch 47 - Batch 11,62.19905,66.24615,63.6431,200.79498
Epoch 47 - Batch 12,56.573456,63.2343,60.855488,189.40761
Epoch 47 - Batch 13,62.034615,66.46048,64.49052,200.25711
Epoch 47 - Batch 14,59.3771,62.238132,62.12973,189.83025
Epoch 47 - Batch 15,61.45645,67.67366,65.86856,201.68642
Epoch 47 - Batch 16,63.128483,71.856,69.11755,210.85622
Epoch 47 - Batch 17,59.648525,67.776436,64.624374,199.6657
Epoch 47 - Batch 18,61.56679,66.29353,63.39515,201.36444
Epoch 47 - Batch 19,64.851295,68.2615,67.54845,210.69592
Epoch 47 - Batch 20,52.97438,55.02508,54.653564,170.19656
Epoch 47 - Batch 21,59.57914,63.246742,61.36405,191.69165
Epoch 47 - Batch 22,63.939476,66.79126,66.37511,207.43356
Epoch 47 - Batch 23,67.254166,73.65506,73.26058,223.61487
Epoch 47 - Batch 24,64.04501,69.455376,67.266884,209.83044
Epoch 47 - Batch 25,59.37422,63.792034,63.07987,194.92636
Epoch 47 - Batch 26,62.497887,66.56564,65.91585,201.6603
Epoch 47 - Batch 27,62.61376,65.8908,64.2397,200.50328
Epoch 47 - Batch 28,55.48419,60.7671,59.488094,182.81348
Epoch 48 - Batch 0,58.189526,61.893627,61.10389,187.9114
Epoch 48 - Batch 1,62.46164,64.372635,64.11872,198.99442
Epoch 48 - Batch 2,50.85774,55.168427,53.967934,167.80252
Epoch 48 - Batch 3,60.33531,62.36381,60.99901,192.35963
Epoch 48 - Batch 4,65.82839,70.47933,68.22466,211.62646
Epoch 48 - Batch 5,70.347946,75.13095,74.61668,228.37448
Epoch 48 - Batch 6,59.024387,62.956726,60.70573,190.79692
Epoch 48 - Batch 7,65.31785,70.53074,69.40936,214.45358
Epoch 48 - Batch 8,64.73867,69.94255,66.30078,212.17215
Epoch 48 - Batch 9,64.39339,67.87174,65.63223,205.67892
Epoch 48 - Batch 10,64.133286,70.30759,67.88163,209.01202
Epoch 48 - Batch 11,66.59653,70.4479,68.817276,213.74733
Epoch 48 - Batch 12,62.35044,65.74515,64.83271,199.51721
Epoch 48 - Batch 13,57.345135,62.028908,60.939823,188.61452
Epoch 48 - Batch 14,60.870678,65.77173,64.29785,199.42627
Epoch 48 - Batch 15,58.7428,63.65933,62.705727,192.26291
Epoch 48 - Batch 16,62.616623,67.41281,65.453445,204.66689
Epoch 48 - Batch 17,61.295647,70.53968,68.57224,207.60309
Epoch 48 - Batch 18,58.588375,67.40644,64.532074,196.33716
Epoch 48 - Batch 19,62.647655,66.78069,64.652534,201.57614
Epoch 48 - Batch 20,64.483734,67.95509,66.450775,207.37529
Epoch 48 - Batch 21,52.513073,53.425156,53.62864,166.5914
Epoch 48 - Batch 22,59.45627,63.09491,61.951878,190.8216
Epoch 48 - Batch 23,62.29596,66.249405,65.1503,201.91486
Epoch 48 - Batch 24,67.71996,73.85937,72.835236,224.495
Epoch 48 - Batch 25,62.788776,68.941696,65.88726,205.3009
Epoch 48 - Batch 26,58.64823,63.542805,62.188255,192.33566
Epoch 48 - Batch 27,61.31404,66.959785,65.497574,201.94351
Epoch 48 - Batch 28,59.551666,64.634544,62.45183,194.32301
Epoch 49 - Batch 0,55.79877,59.65324,58.62211,181.47568
Epoch 49 - Batch 1,56.858418,62.634247,61.55217,189.32729
Epoch 49 - Batch 2,59.156258,64.7686,62.781612,193.00758
Epoch 49 - Batch 3,50.172977,54.73317,52.852966,164.68143
Epoch 49 - Batch 4,58.153114,64.08984,62.194473,193.55748
Epoch 49 - Batch 5,63.990402,70.845634,66.90136,209.82324
Epoch 49 - Batch 6,70.9032,75.81604,73.73012,227.57597
Epoch 49 - Batch 7,58.19969,62.310463,58.952484,188.98215
Epoch 49 - Batch 8,64.13396,69.37041,68.74127,211.03152
Epoch 49 - Batch 9,62.534412,67.64964,65.50391,202.20773
Epoch 49 - Batch 10,64.4402,68.10742,66.44661,206.40941
Epoch 49 - Batch 11,64.82324,71.510284,69.77408,213.44377
Epoch 49 - Batch 12,64.571686,69.95417,66.39751,208.31432
Epoch 49 - Batch 13,60.63412,65.295044,62.893646,196.6594
Epoch 49 - Batch 14,56.937958,61.72414,59.866558,187.63516
Epoch 49 - Batch 15,60.77192,66.3205,63.174103,199.20113
Epoch 49 - Batch 16,57.49299,62.930714,62.061237,189.92255
Epoch 49 - Batch 17,60.330074,66.154175,64.20665,198.87358
Epoch 49 - Batch 18,60.809,69.93965,66.158676,204.94864
